Id,Label,그룹,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality,원문,번역,
B63H8,B63H8,,,3,793.722885,3,0.411765,0.452381,0,27,1,1,0.000471,,,
B64C15,B64C15,,,5,1014.944275,10,0.186221,0.191686,0,28,1,6,0.000926,,,
B64C31,B64C31,,,5,1014.944275,10,0.186221,0.191686,0,28,1,6,0.000926,,,
B64D17,B64D17,,,7,7305.62851,10,0.186251,0.192118,0.000001,28,0.666667,10,0.001368,,,
B64C11,B64C11,,,3,1972.871399,8,0.207805,0.214725,0,23,1,1,0.000596,,,
F03G7,F03G7,,,11,3827.976974,7,0.262286,0.277281,0.000903,23,0.466667,21,0.008916,,,
B64D1,B64D1,,,4,499.044319,9,0.215961,0.224158,0,26,1,3,0.001547,,,
B64D31,B64D31,,,5,2441.31395,8,0.253455,0.266087,0,26,1,6,0.004082,,,
G08B19,G08B19,,,17,3228.723358,8,0.299081,0.320814,0.00011,26,0.65,78,0.059545,,,
B64D2201,B64D2201,,,4,741.007797,10,0.186206,0.191469,0,28,1,3,0.000684,,,
B64G1,B64G1,,,3,1698.701172,8,0.235192,0.243252,0,19,1,1,0.000935,,,
C23C14,C23C14,,,12,21844.18334,7,0.307477,0.326454,0.001297,19,0.381818,21,0.0303,,,
B65B61,B65B61,,,6,651.999046,8,0.22153,0.229788,0,9,1,10,0.001764,,,
B65B65,B65B65,,,6,651.999046,8,0.22153,0.229788,0,9,1,10,0.001764,,,
B67B3,B67B3,,,5,688.163223,7,0.257378,0.268345,0,30,1,6,0.003424,,,
C12H1,C12H1,,,4,378.062576,8,0.241282,0.251152,0,9,1,3,0.001873,,,
B65B21,B65B21,,,5,1027.727127,8,0.229107,0.237603,0,19,1,6,0.001489,,,
B65B35,B65B35,,,5,3083.181244,8,0.229107,0.237603,0,19,1,6,0.001489,,,
B65D75,B65D75,,,16,9801.204979,7,0.277032,0.293587,0.001463,30,0.361905,38,0.018338,,,
B65B67,B65B67,,,5,744.093086,10,0.186582,0.192249,0,30,1,6,0.000957,,,
B65F1,B65F1,,,9,15706.90717,9,0.229311,0.239691,0.003996,30,0.5,14,0.002361,,,
B65F2001,B65F2001,,,7,3621.404411,10,0.186612,0.192682,0.000001,30,0.733333,11,0.001396,,,
B65F2240,B65F2240,,,5,1503.618774,10,0.186582,0.192249,0,30,1,6,0.000957,,,
B65D79,B65D79,,,5,892.224014,7,0.272171,0.284031,0.000167,26,0.666667,4,0.004603,,,
F17C13,F17C13,,,9,1106.376099,7,0.295411,0.311136,0,26,1,28,0.018035,,,
G07G1,G07G1,,,9,1106.376099,7,0.295411,0.311136,0,26,1,28,0.018035,,,
B65D11,B65D11,,,13,1979.717407,8,0.274368,0.291393,0.000012,30,0.818182,54,0.021255,,,
B65D17,B65D17,,,7,3077.966461,7,0.260189,0.272943,0,30,1,15,0.008569,,,
B65D2517,B65D2517,,,7,1025.988831,7,0.260189,0.272943,0,30,1,15,0.008569,,,
B65D2565,B65D2565,,,10,1521.048103,7,0.277598,0.29399,0.000094,30,0.666667,24,0.017318,,,
B65D19,B65D19,,,5,26716.25888,8,0.244991,0.255911,0,30,1,6,0.002815,,,
B65D2519,B65D2519,,,5,158702.724,8,0.244991,0.255911,0,30,1,6,0.002815,,,
B65D2575,B65D2575,,,6,1086.578369,8,0.255613,0.267003,0,30,1,10,0.004484,,,
B65D49,B65D49,,,7,694.996056,8,0.254824,0.267457,0,30,1,15,0.012925,,,
H01F7,H01F7,,,5,605.190903,8,0.260043,0.272462,0,11,1,6,0.008254,,,
B65D2547,B65D2547,,,6,1860.43705,8,0.253288,0.264926,0,30,1,10,0.006981,,,
G01F13,G01F13,,,6,1635.427017,8,0.253288,0.264926,0,30,1,10,0.006981,,,
B65D2563,B65D2563,,,6,791.779655,9,0.231285,0.240353,0,29,1,10,0.00177,,,
B65D63,B65D63,,,9,1195.201736,8,0.273265,0.288552,0.002246,29,0.571429,16,0.01285,,,
F16L3,F16L3,,,6,1583.559311,9,0.231285,0.240353,0,29,1,10,0.00177,,,
Y02W90,Y02W90,,,9,1609.433113,7,0.278501,0.294409,0.00002,11,0.785714,22,0.016615,,,
B65D2571,B65D2571,,,4,5862.294983,8,0.216995,0.224519,0,30,1,3,0.001019,,,
B65D2590,B65D2590,,,3,265.508652,9,0.201887,0.20718,0,26,1,1,0.000441,,,
B65D90,B65D90,,,5,821.542252,8,0.252928,0.263512,0.0008,26,0.666667,4,0.002814,,,
F42B39,F42B39,,,6,3484.734596,8,0.262614,0.27521,0.0016,30,0.6,6,0.005623,,,
C09J2475,C09J2475,,,16,3139.703239,7,0.296206,0.314927,0.000065,23,0.666667,70,0.031418,,,
G10C9,G10C9,,,5,508.145615,8,0.257809,0.270572,0,11,1,6,0.005678,,,
G10D3,G10D3,,,5,508.145615,8,0.257809,0.270572,0,11,1,6,0.005678,,,
G10G7,G10G7,,,5,508.145615,8,0.257809,0.270572,0,11,1,6,0.005678,,,
B65F2210,B65F2210,,,5,1247.492386,10,0.186582,0.192249,0,30,1,6,0.000957,,,
B65F2220,B65F2220,,,5,2494.984772,10,0.186582,0.192249,0,30,1,6,0.000957,,,
B65G15,B65G15,,,4,362.553932,7,0.265816,0.279581,0,23,1,3,0.006532,,,
H05F3,H05F3,,,5,1510.463676,8,0.270451,0.284087,0,19,1,6,0.007015,,,
B65G59,B65G59,,,4,1027.727112,9,0.20803,0.21425,0,30,1,3,0.000714,,,
F41A9,F41A9,,,4,4150.433899,9,0.20803,0.21425,0,30,1,3,0.000714,,,
B65H2406,B65H2406,,,5,816.594574,1,1,1,0,31,1,6,0.000869,,,
B65H2801,B65H2801,,,5,816.594574,1,1,1,0,31,1,6,0.000869,,,
B65H3,B65H3,,,5,2449.783752,1,1,1,0,31,1,6,0.000869,,,
B65H5,B65H5,,,5,816.594574,1,1,1,0,31,1,6,0.000869,,,
B66C1,B66C1,,,4,1075.413666,9,0.208048,0.21495,0,30,1,3,0.00077,,,
F16G15,F16G15,,,4,537.706833,9,0.208048,0.21495,0,30,1,3,0.00077,,,
B67D2001,B67D2001,,,9,6744.213379,9,0.275644,0.29382,0,15,0.964286,27,0.019024,,,
Y02D30,Y02D30,,,21,3647.430542,9,0.278266,0.299806,0.000228,26,0.4,76,0.033006,,,
B81B2207,B81B2207,,,10,1983.157654,8,0.274172,0.288912,0,13,1,36,0.011747,,,
B81B7,B81B7,,,10,3966.315308,8,0.274172,0.288912,0,13,1,36,0.011747,,,
H01G2,H01G2,,,15,5003.59552,7,0.303999,0.324557,0.000148,13,0.582418,53,0.051525,,,
H01L28,H01L28,,,28,6809.01033,7,0.314165,0.338476,0.000598,13,0.381766,134,0.087418,,,
B82Y10,B82Y10,,,4,1043.445389,8,0.267322,0.280698,0,19,1,3,0.008224,,,
C08G61,C08G61,,,29,10063.07725,6,0.329813,0.355092,0.000395,16,0.47619,180,0.094631,,,
C08L57,C08L57,,,15,1931.585655,7,0.314679,0.336024,0,19,0.945055,86,0.084134,,,
C08L65,C08L65,,,10,1672.29734,7,0.305002,0.323425,0,16,0.972222,35,0.030495,,,
C08L83,C08L83,,,29,4865.316536,6,0.317401,0.341851,0.000186,23,0.539683,204,0.100456,,,
C09D183,C09D183,,,22,9314.395309,6,0.318847,0.34255,0.000237,23,0.538095,113,0.087105,,,
C25D3,C25D3,,,18,4099.684067,7,0.304399,0.328113,0,19,0.963235,131,0.092623,,,
H01B5,H01B5,,,36,8530.104332,7,0.320127,0.347852,0.001502,19,0.472269,281,0.130889,,,
C01G51,C01G51,,,16,8188.995422,7,0.296853,0.316963,0.000177,15,0.638095,67,0.034577,,,
C25B1,C25B1,,,18,9981.55098,7,0.311204,0.332325,0.000185,16,0.551471,75,0.046254,,,
C25B11,C25B11,,,18,17602.7505,7,0.311204,0.332325,0.000185,16,0.551471,75,0.046254,,,
D01D5,D01D5,,,30,10372.73802,7,0.308668,0.333994,0.002003,23,0.423645,172,0.067558,,,
D21H21,D21H21,,,6,614.683502,7,0.281864,0.296666,0,23,0.9,9,0.014481,,,
D21H25,D21H25,,,6,614.683502,7,0.281864,0.296666,0,23,0.9,9,0.014481,,,
C01B21,C01B21,,,7,2677.564621,7,0.272749,0.287186,0,16,0.933333,14,0.0132,,,
D01F11,D01F11,,,8,1723.785172,8,0.272652,0.288119,0,8,1,21,0.018334,,,
C01B3,C01B3,,,7,818.057938,7,0.274759,0.289176,0,16,0.933333,14,0.008923,,,
C25B9,C25B9,,,7,818.057938,7,0.274759,0.289176,0,16,0.933333,14,0.008923,,,
C01G31,C01G31,,,11,2644.114594,8,0.273653,0.289302,0,16,1,45,0.01748,,,
C01G35,C01G35,,,11,2644.114594,8,0.273653,0.289302,0,16,1,45,0.01748,,,
C04B2235,C04B2235,,,23,60503.6638,7,0.31112,0.333695,0.000448,16,0.4329,100,0.053583,,,
C04B35,C04B35,,,14,10331.09654,7,0.298001,0.316192,0.000043,16,0.705128,55,0.033923,,,
C02F2203,C02F2203,,,5,1529.740303,8,0.243982,0.255632,0,15,1,6,0.003391,,,
E04H4,E04H4,,,5,717.910469,8,0.242523,0.253562,0.0016,37,0.666667,4,0.002419,,,
C03C14,C03C14,,,6,832.108292,8,0.264993,0.279648,0,19,0.9,9,0.012495,,,
C03C4,C03C4,,,6,832.108292,8,0.264993,0.279648,0,19,0.9,9,0.012495,,,
C03C8,C03C8,,,6,832.108292,8,0.264993,0.279648,0,19,0.9,9,0.012495,,,
C03C21,C03C21,,,6,1926.701324,8,0.267044,0.282075,0,19,1,10,0.012465,,,
C03C23,C03C23,,,6,1926.701324,8,0.267044,0.282075,0,19,1,10,0.012465,,,
F01L2301,F01L2301,,,7,1077.356895,8,0.228337,0.237649,0,19,1,15,0.002101,,,
F01L2810,F01L2810,,,7,1077.356895,8,0.228337,0.237649,0,19,1,15,0.002101,,,
F01L2820,F01L2820,,,7,1077.356895,8,0.228337,0.237649,0,19,1,15,0.002101,,,
F01L3,F01L3,,,7,2154.713791,8,0.228337,0.237649,0,19,1,15,0.002101,,,
F02F1,F02F1,,,7,2154.713791,8,0.228337,0.237649,0,19,1,15,0.002101,,,
C04B2103,C04B2103,,,17,9146.239403,7,0.280768,0.299457,0.000044,11,0.708333,85,0.031891,,,
C04B22,C04B22,,,10,1804.136879,7,0.258646,0.272304,0,11,1,36,0.016687,,,
E04B2002,E04B2002,,,12,3153.607162,7,0.267601,0.282491,0,11,1,55,0.024832,,,
E04C1,E04C1,,,12,1576.803581,7,0.267601,0.282491,0,11,1,55,0.024832,,,
Y02P40,Y02P40,,,10,1804.136879,7,0.258646,0.272304,0,11,1,36,0.016687,,,
C04B24,C04B24,,,11,1537.076294,7,0.280563,0.298159,0,11,1,45,0.020851,,,
C08L2312,C08L2312,,,41,8406.431656,6,0.32692,0.353692,0.000838,23,0.352564,275,0.112587,,,
C06C5,C06C5,,,6,915.769409,9,0.180533,0.186505,0,33,1,10,0.001282,,,
E21B43,E21B43,,,12,6988.379128,8,0.220137,0.230487,0.014329,33,0.472727,26,0.003045,,,
F42B1,F42B1,,,9,3123.800842,9,0.180589,0.187226,0.003198,33,0.571429,16,0.00195,,,
F42C19,F42C19,,,6,915.769409,9,0.180533,0.186505,0,33,1,10,0.001282,,,
F42D1,F42D1,,,6,1831.538818,9,0.180533,0.186505,0,33,1,10,0.001282,,,
C06D3,C06D3,,,4,408.297272,1,1,1,0,32,1,3,0.000614,,,
F21S10,F21S10,,,4,408.297272,1,1,1,0,32,1,3,0.000614,,,
F24C7,F24C7,,,4,408.297272,1,1,1,0,32,1,3,0.000614,,,
C07C211,C07C211,,,12,13202.39211,7,0.253344,0.268935,0.000095,23,0.727273,40,0.006348,,,
C07C215,C07C215,,,7,939.925911,8,0.247908,0.260525,0,9,1,15,0.005445,,,
C07C53,C07C53,,,7,1879.851822,8,0.247908,0.260525,0,9,1,15,0.005445,,,
C07C1,C07C1,,,6,1583.559311,8,0.22041,0.230142,0,15,1,10,0.001823,,,
C07C6,C07C6,,,6,791.779655,8,0.22041,0.230142,0,15,1,10,0.001823,,,
C07D493,C07D493,,,7,1054.254822,7,0.271914,0.287831,0.001322,15,0.666667,10,0.008875,,,
C08F10,C08F10,,,34,19978.99051,7,0.288514,0.312979,0.002199,23,0.342803,181,0.029174,,,
C08F210,C08F210,,,15,5074.208046,7,0.269316,0.285985,0.000376,23,0.538462,49,0.009119,,,
C08F2410,C08F2410,,,10,2531.626846,7,0.246533,0.260443,0,23,1,36,0.004767,,,
C08F2500,C08F2500,,,23,4382.99762,7,0.295072,0.31714,0.00139,23,0.545455,126,0.041656,,,
C08F36,C08F36,,,10,2531.626846,7,0.246533,0.260443,0,23,1,36,0.004767,,,
C08F4,C08F4,,,12,29506.25208,7,0.256635,0.271575,0.000034,23,0.8,44,0.006442,,,
C07C303,C07C303,,,4,378.736069,8,0.223826,0.232326,0,9,1,3,0.000924,,,
C09K8,C09K8,,,9,11755.47051,7,0.281007,0.297999,0.018797,33,0.321429,9,0.011427,,,
C07C39,C07C39,,,9,3444.98349,7,0.301737,0.319538,0,19,0.892857,25,0.033449,,,
C07C49,C07C49,,,9,5167.475189,7,0.301737,0.319538,0,19,0.892857,25,0.033449,,,
C07D249,C07D249,,,9,1722.491745,7,0.301737,0.319538,0,19,0.892857,25,0.033449,,,
C07D311,C07D311,,,11,2032.585083,7,0.310869,0.330608,0.000366,19,0.622222,28,0.037652,,,
C10G57,C10G57,,,11,2302.152664,8,0.253427,0.269731,0,15,1,45,0.009149,,,
C10G9,C10G9,,,11,6906.457977,8,0.253427,0.269731,0,15,1,45,0.009149,,,
C07C63,C07C63,,,3,394.918213,8,0.207209,0.213808,0,23,1,1,0.00059,,,
C07D205,C07D205,,,10,1343.673897,8,0.246428,0.259314,0,9,1,36,0.008031,,,
C07D263,C07D263,,,10,1559.13887,9,0.223199,0.234594,0.000001,9,0.75,27,0.006498,,,
C07D209,C07D209,,,10,3144.587143,8,0.254908,0.26985,0.000609,23,0.555556,20,0.005088,,,
C12N9,C12N9,,,29,11281.86562,8,0.264719,0.286333,0.003544,9,0.243386,92,0.015457,,,
C12P13,C12P13,,,13,5420.620613,8,0.229767,0.245871,0.000153,9,0.5,33,0.006499,,,
C12P17,C12P17,,,7,1251.532425,8,0.216609,0.227499,0.000002,9,0.866667,13,0.002328,,,
C12Y402,C12Y402,,,9,1417.097809,8,0.232565,0.247721,0.000049,9,0.714286,20,0.004046,,,
C07D333,C07D333,,,10,1068.317772,7,0.289781,0.309114,0,23,0.944444,34,0.022614,,,
C08J2341,C08J2341,,,10,1068.317772,7,0.289781,0.309114,0,23,0.944444,34,0.022614,,,
C08L41,C08L41,,,10,1068.317772,7,0.289781,0.309114,0,23,0.944444,34,0.022614,,,
G02F2001,G02F2001,,,14,3390.051369,8,0.300559,0.318722,0.000057,19,0.666667,52,0.044361,,,
G03B11,G03B11,,,10,1074.234131,8,0.299702,0.316775,0,19,0.972222,35,0.029206,,,
H01G9,H01G9,,,10,18280.99458,7,0.307723,0.325618,0.000014,19,0.833333,30,0.044297,,,
C09J11,C09J11,,,21,5962.830856,7,0.329672,0.35471,0.00038,23,0.515789,98,0.092584,,,
C08J2371,C08J2371,,,21,3305.088203,7,0.297541,0.319707,0.00003,23,0.721053,137,0.066813,,,
C09K21,C09K21,,,10,1245.923309,7,0.290254,0.308551,0,23,0.944444,34,0.030906,,,
C07K19,C07K19,,,7,1844.197784,8,0.244991,0.258772,0,9,1,15,0.004549,,,
C12N2795,C12N2795,,,7,9220.989075,8,0.244991,0.258772,0,9,1,15,0.004549,,,
C12N2800,C12N2800,,,10,2562.579964,8,0.225397,0.240289,0.000011,9,0.833333,30,0.006184,,,
C12N7,C12N7,,,7,5532.593353,8,0.244991,0.258772,0,9,1,15,0.004549,,,
C12N2015,C12N2015,,,5,814.185257,8,0.224238,0.237419,0,9,1,6,0.003208,,,
G01N2469,G01N2469,,,7,1258.887733,8,0.256778,0.271006,0,9,1,15,0.006288,,,
C08B15,C08B15,,,10,1340.856148,7,0.26963,0.285939,0,23,1,36,0.010471,,,
C08B16,C08B16,,,10,1340.856148,7,0.26963,0.285939,0,23,1,36,0.010471,,,
C08J2301,C08J2301,,,33,13984.51044,6,0.305607,0.329742,0.00097,23,0.508065,252,0.056108,,,
C12P19,C12P19,,,15,4475.503418,7,0.275021,0.294074,0.001282,23,0.549451,50,0.013074,,,
D06M16,D06M16,,,10,1340.856148,7,0.26963,0.285939,0,23,1,36,0.010471,,,
C08C2,C08C2,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08F110,C08F110,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08F2400,C08F2400,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08F299,C08F299,,,25,4928.011192,7,0.2932,0.31484,0.000367,23,0.525362,145,0.034398,,,
C08F6,C08F6,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08J2427,C08J2427,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08J2429,C08J2429,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08J2431,C08J2431,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08J2435,C08J2435,,,15,2746.763489,7,0.270419,0.287824,0,23,1,91,0.015481,,,
C08F12,C08F12,,,15,2077.939957,7,0.288262,0.308767,0,23,0.978022,89,0.037912,,,
C08F212,C08F212,,,20,4270.451431,7,0.300872,0.322123,0.000139,23,0.643275,110,0.043313,,,
C08F22,C08F22,,,15,2077.939957,7,0.288262,0.308767,0,23,0.978022,89,0.037912,,,
C08F261,C08F261,,,15,2077.939957,7,0.288262,0.308767,0,23,0.978022,89,0.037912,,,
C08G2650,C08G2650,,,19,2951.047691,6,0.311036,0.334379,0.000079,23,0.75817,116,0.061404,,,
C08L25,C08L25,,,33,5189.223923,6,0.316923,0.342399,0.000279,23,0.518145,257,0.09951,,,
C08F222,C08F222,,,11,1851.499954,6,0.303639,0.32284,0.000014,19,0.822222,37,0.036243,,,
G02B2006,G02B2006,,,20,8873.747429,6,0.316013,0.337971,0.000121,19,0.578947,99,0.074605,,,
G03G9,G03G9,,,11,72979.09473,7,0.2768,0.293529,0.000148,24,0.422222,19,0.014277,,,
C08F226,C08F226,,,8,838.079468,7,0.283942,0.3002,0,23,1,21,0.014443,,,
C08F230,C08F230,,,8,838.079468,7,0.283942,0.3002,0,23,1,21,0.014443,,,
C08F257,C08F257,,,8,838.079468,7,0.283942,0.3002,0,23,1,21,0.014443,,,
C08G81,C08G81,,,14,1765.791435,6,0.302963,0.324369,0,16,0.961538,75,0.049091,,,
C08L2207,C08L2207,,,31,4955.507622,6,0.315409,0.341295,0.000344,23,0.494253,215,0.097487,,,
C08F255,C08F255,,,11,1787.726845,7,0.30658,0.325827,0,23,0.933333,42,0.038187,,,
C08L91,C08L91,,,11,1787.726845,7,0.30658,0.325827,0,23,0.933333,42,0.038187,,,
C09J151,C09J151,,,12,2435.990082,7,0.282622,0.299197,0,23,0.981818,54,0.019838,,,
C09J2451,C09J2451,,,12,2435.990082,7,0.282622,0.299197,0,23,0.981818,54,0.019838,,,
C09J2483,C09J2483,,,12,2435.990082,7,0.282622,0.299197,0,23,0.981818,54,0.019838,,,
C08G16,C08G16,,,8,1844.445343,7,0.280121,0.296056,0,16,0.952381,20,0.013524,,,
C08G2170,C08G2170,,,5,3041.472542,7,0.261307,0.273638,0,23,1,6,0.006278,,,
C08G2115,C08G2115,,,6,977.628716,7,0.25618,0.269707,0,23,1,10,0.004901,,,
C08G64,C08G64,,,6,1955.257431,7,0.25618,0.269707,0,23,1,10,0.004901,,,
C08G69,C08G69,,,6,977.628716,7,0.25618,0.269707,0,23,1,10,0.004901,,,
C08L69,C08L69,,,22,3509.286484,7,0.29432,0.316361,0.000399,23,0.661905,139,0.054853,,,
C08G2150,C08G2150,,,5,1067.637367,7,0.265053,0.278737,0,23,1,6,0.007169,,,
C09D163,C09D163,,,5,1067.637367,7,0.265053,0.278737,0,23,1,6,0.007169,,,
C08G73,C08G73,,,12,2651.430676,7,0.310118,0.331171,0.000021,16,0.545455,30,0.05302,,,
C08L43,C08L43,,,8,1315.174095,7,0.296092,0.314309,0,16,0.904762,19,0.029102,,,
C08J2461,C08J2461,,,9,1623.198463,7,0.285838,0.30302,0,23,0.928571,26,0.027504,,,
C08L61,C08L61,,,13,1940.65303,6,0.308133,0.329655,0,23,0.939394,62,0.060646,,,
C08L79,C08L79,,,23,10051.74551,6,0.315495,0.339716,0.000059,23,0.701299,162,0.092006,,,
C09D167,C09D167,,,16,3300.332016,7,0.300833,0.322145,0.00016,23,0.561905,59,0.040568,,,
D06B1,D06B1,,,10,1392.600449,7,0.279579,0.295433,0,23,1,36,0.014585,,,
D06M13,D06M13,,,10,1392.600449,7,0.279579,0.295433,0,23,1,36,0.014585,,,
C09J4,C09J4,,,8,1936.334351,7,0.286618,0.302886,0,19,0.952381,20,0.020001,,,
H01L2225,H01L2225,,,15,8044.352287,7,0.307314,0.327724,0.000042,19,0.67033,61,0.058279,,,
C08G83,C08G83,,,3,912.315735,7,0.252568,0.26414,0,24,1,1,0.003094,,,
C08J2201,C08J2201,,,30,11518.87656,6,0.298617,0.322011,0.000156,23,0.605911,246,0.058589,,,
C08J2203,C08J2203,,,18,3442.426094,7,0.290692,0.310663,0,23,0.992647,135,0.039773,,,
C08J2205,C08J2205,,,14,2979.024956,7,0.271117,0.287218,0,23,1,78,0.019011,,,
C08J2329,C08J2329,,,18,3442.426094,7,0.290692,0.310663,0,23,0.992647,135,0.039773,,,
C08J2339,C08J2339,,,18,3442.426094,7,0.290692,0.310663,0,23,0.992647,135,0.039773,,,
C08J2375,C08J2375,,,18,3442.426094,7,0.290692,0.310663,0,23,0.992647,135,0.039773,,,
C08J2383,C08J2383,,,15,2670.219009,7,0.28644,0.30563,0.000191,13,0.538462,49,0.022457,,,
C08J2401,C08J2401,,,19,10396.11967,6,0.294921,0.315513,0.000048,23,0.843137,129,0.037549,,,
C09D127,C09D127,,,9,1168.53299,7,0.277265,0.294322,0,23,0.964286,27,0.015957,,,
D06N2203,D06N2203,,,14,2979.024956,7,0.271117,0.287218,0,23,1,78,0.019011,,,
D06N2205,D06N2205,,,14,2979.024956,7,0.271117,0.287218,0,23,1,78,0.019011,,,
D06N2209,D06N2209,,,25,20905.15974,6,0.296586,0.318224,0.00007,23,0.76087,210,0.046998,,,
D06N2211,D06N2211,,,25,13464.18172,6,0.296586,0.318224,0.00007,23,0.76087,210,0.046998,,,
C08J2447,C08J2447,,,15,2230.013985,7,0.29462,0.31543,0,23,0.956044,87,0.052412,,,
C08J2471,C08J2471,,,15,2230.013985,7,0.29462,0.31543,0,23,0.956044,87,0.052412,,,
C08J2483,C08J2483,,,8,1639.717072,7,0.266152,0.27943,0,13,1,21,0.007148,,,
H04R9,H04R9,,,22,14378.70192,7,0.299896,0.317641,0.000646,13,0.442857,93,0.026356,,,
C09B55,C09B55,,,6,866.13958,7,0.268783,0.283252,0,23,1,10,0.008522,,,
C09B67,C09B67,,,15,3868.652359,7,0.295373,0.315532,0.000061,23,0.615385,56,0.03553,,,
C08L27,C08L27,,,17,2272.137337,7,0.290108,0.31036,0,23,0.983333,118,0.048396,,,
C08L55,C08L55,,,17,2272.137337,7,0.290108,0.31036,0,23,0.983333,118,0.048396,,,
C08L77,C08L77,,,17,2272.137337,7,0.290108,0.31036,0,23,0.983333,118,0.048396,,,
C09B11,C09B11,,,11,2940.429749,7,0.28902,0.306568,0,23,0.955556,43,0.027842,,,
C09J101,C09J101,,,11,1470.214874,7,0.28902,0.306568,0,23,0.955556,43,0.027842,,,
C09J9,C09J9,,,11,1470.214874,7,0.28902,0.306568,0,23,0.955556,43,0.027842,,,
D02G3,D02G3,,,14,6506.575134,7,0.290254,0.310419,0.001032,23,0.602564,47,0.029286,,,
D10B2331,D10B2331,,,19,4940.533455,7,0.290582,0.311753,0.000867,23,0.490196,75,0.032802,,,
C08L2555,C08L2555,,,4,1633.189148,1,1,1,0,34,1,3,0.000614,,,
C08L95,C08L95,,,4,816.594574,1,1,1,0,34,1,3,0.000614,,,
E01C7,E01C7,,,4,2449.783752,1,1,1,0,34,1,3,0.000614,,,
G11C11,G11C11,,,11,6107.073181,7,0.314037,0.33663,0.000203,45,0.533333,24,0.055862,,,
C09J2421,C09J2421,,,9,1399.912422,8,0.272781,0.287874,0,11,0.964286,27,0.019847,,,
G11B21,G11B21,,,9,5325.912003,8,0.272781,0.287874,0,13,0.964286,27,0.019847,,,
G11B5,G11B5,,,12,34901.96787,8,0.28087,0.297552,0.000371,13,0.563636,31,0.022562,,,
C09J201,C09J201,,,7,1027.814453,7,0.299314,0.31635,0,19,0.866667,13,0.033328,,,
H01L2227,H01L2227,,,30,16965.33913,7,0.33343,0.361994,0.00018,19,0.603448,245,0.174722,,,
G21K4,G21K4,,,4,546.693596,7,0.275316,0.288481,0,19,1,3,0.00739,,,
C09K15,C09K15,,,3,394.918213,9,0.17997,0.184334,0,33,1,1,0.000414,,,
C23F11,C23F11,,,5,1339.998062,8,0.219447,0.227523,0.0008,33,0.666667,4,0.001042,,,
C09K2208,C09K2208,,,4,619.429825,8,0.219427,0.227307,0,33,1,3,0.000848,,,
C09K2323,C09K2323,,,5,4928.155121,8,0.284186,0.298421,0,19,0.833333,5,0.019882,,,
C10G3,C10G3,,,4,483.330711,8,0.220747,0.232754,0,15,1,3,0.002111,,,
C12M29,C12M29,,,8,1287.076286,8,0.288983,0.303491,0,13,1,21,0.011846,,,
G01L19,G01L19,,,20,8324.366379,7,0.320438,0.341008,0.000781,13,0.467836,80,0.03805,,,
C12Y101,C12Y101,,,9,1677.809258,8,0.255246,0.270643,0.000248,9,0.642857,18,0.005771,,,
C12Y305,C12Y305,,,5,540.256996,8,0.221297,0.234424,0,9,1,6,0.002979,,,
C12P5,C12P5,,,7,2415.97438,8,0.220431,0.233219,0,9,1,15,0.003318,,,
C12Y207,C12Y207,,,7,1207.98719,8,0.220431,0.233219,0,9,1,15,0.003318,,,
C12Y403,C12Y403,,,5,427.369766,8,0.220389,0.232787,0,9,1,6,0.002484,,,
C12Y603,C12Y603,,,5,434.059311,8,0.232121,0.244924,0,23,1,6,0.002606,,,
F25J3,F25J3,,,6,633.90947,8,0.230754,0.244879,0,9,1,10,0.003056,,,
C12Y104,C12Y104,,,4,1887.382111,9,0.209349,0.218867,0,9,1,3,0.001293,,,
C12Y204,C12Y204,,,6,1770.286835,8,0.229152,0.240527,0,23,1,10,0.002324,,,
C12Y504,C12Y504,,,6,885.143417,8,0.229152,0.240527,0,23,1,10,0.002324,,,
C12Q2521,C12Q2521,,,5,2179.568939,9,0.243033,0.25543,0,9,1,6,0.002423,,,
C12Q2531,C12Q2531,,,6,1574.453354,9,0.243058,0.255646,0,9,0.8,8,0.003118,,,
C12Q2565,C12Q2565,,,5,2179.568939,9,0.243033,0.25543,0,9,1,6,0.002423,,,
G01J2003,G01J2003,,,4,1092.067917,9,0.245225,0.257336,0,9,1,3,0.00225,,,
G01J3,G01J3,,,6,7583.478539,8,0.273265,0.289499,0.000102,9,0.7,7,0.0081,,,
C23C16,C23C16,,,9,12577.25259,7,0.292717,0.309514,0.00039,45,0.464286,13,0.026919,,,
H01L45,H01L45,,,6,27326.0332,8,0.23705,0.246724,0.000015,45,0.7,7,0.002138,,,
C25D1,C25D1,,,7,1052.389748,7,0.282968,0.299258,0,16,0.933333,14,0.018339,,,
C25D17,C25D17,,,7,2760.5121,8,0.286796,0.302668,0,19,1,15,0.015019,,,
