search URL:,https://patents.google.com/?q=glass+fiber&country=US&before=priority:20180131&after=priority:20180101&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2019218351-A1,Hr glass fibres in vibration components ,Lanxess Deutschland Gmbh,"Thomas Linder, Detlev Joachimi, Stefan THEILER, Marcel BRANDT, Michael KUEBLER",2018-01-15,2019-01-03,2019-07-18,,https://patents.google.com/patent/US20190218351A1/en,https://patentimages.storage.googleapis.com/df/2b/29/004229840366cb/US20190218351A1-20190718-D00000.png
US-2019225762-A1,"Quartz glass fiber-containing prepreg, quartz glass fiber-containing film and quartz glass fiber-containing substrate ","Shin-Etsu Chemical Co., Ltd.","Yoshihiro Tsutsumi, Yoshihira Hamamoto, Toshio Shiobara, Akihiko Osaki",2018-01-19,2019-01-02,2019-07-25,,https://patents.google.com/patent/US20190225762A1/en,
US-11161767-B2,Viscocity-reducing dopants in optical fibers ,"Ofs Fitel, Llc","David W. Peckham, Patrick W. Wisk, Man F. Yan",2018-01-25,2019-01-07,2021-11-02,2021-11-02,https://patents.google.com/patent/US11161767B2/en,https://patentimages.storage.googleapis.com/67/aa/63/0378de9e6152cd/US11161767-20211102-D00000.png
US-2020333528-A1,"Optical fiber, coated optical fiber, and optical transmission system ","Sumitomo Electric Industries, Ltd.","Yuki Kawaguchi, Yoshiaki Tamura, Hirotaka Sakuma",2018-01-11,2020-07-02,2020-10-22,,https://patents.google.com/patent/US20200333528A1/en,https://patentimages.storage.googleapis.com/13/ab/11/bdc65750d2a773/US20200333528A1-20201022-D00000.png
US-2020346967-A1,LOW-LOSS WAVEGUIDES FORMED IN HIGH-TRANSMISSION GLASS USING Ag-Na ION EXCHANGE ,Corning Incorporated,"Lars Martin Otfried Brusberg, Davide Domenico Fortusini",2018-01-18,2020-07-16,2020-11-05,,https://patents.google.com/patent/US20200346967A1/en,https://patentimages.storage.googleapis.com/23/60/d3/34f4802b85f2fe/US20200346967A1-20201105-D00000.png
US-10479408-B2,Frame assembly for a vehicle and vehicle having same ,"Honda Motor Co., Ltd.","Luke M. Upah, Daniel T. Sellars, Dakota D. Kirtland",2018-01-15,2018-01-15,2019-11-19,2019-11-19,https://patents.google.com/patent/US10479408B2/en,https://patentimages.storage.googleapis.com/73/02/3a/82173ac52867b2/US10479408-20191119-D00000.png
US-2019348705-A1,"Electrochemical cells including selectively permeable membranes, systems and methods of manufacturing the same ","24M Technologies, Inc.","Junzheng Chen, Naoki Ota, Jeffry Disko, Yuki Kusachi",2018-01-08,2019-01-08,2019-11-14,,https://patents.google.com/patent/US20190348705A1/en,https://patentimages.storage.googleapis.com/1c/fe/72/d38fde432b0318/US20190348705A1-20191114-D00000.png
US-2019223878-A1,Aneurysm device and delivery system ,"DePuy Synthes Products, Inc.","Juan Lorenzo, Lacey GOROCHOW, Ariel Sotodelvalle",2018-01-24,2018-01-24,2019-07-25,,https://patents.google.com/patent/US20190223878A1/en,https://patentimages.storage.googleapis.com/7c/5f/b1/94227d091d16dc/US20190223878A1-20190725-D00000.png
US-2019235304-A1,Glass plate and display device ,AGC Inc.,"Minoru Tamada, Yusuke Kobayashi",2018-01-18,2019-01-18,2019-08-01,,https://patents.google.com/patent/US20190235304A1/en,https://patentimages.storage.googleapis.com/a4/e1/f9/186291e3a77d1b/US20190235304A1-20190801-D00000.png
US-2019209506-A1,Methods of reducing or preventing oxidation of ldl or lipid membranes in a subject in need thereof ,Amarin Pharmaceuticals Ireland Limited,Richard Preston Mason,2018-01-09,2019-01-09,2019-07-11,,https://patents.google.com/patent/US20190209506A1/en,https://patentimages.storage.googleapis.com/2a/6d/89/5dd46f55a26c21/US20190209506A1-20190711-D00000.png
