search URL:,https://patents.google.com/?q=carbon+fiber&country=US&before=priority:20180430&after=priority:20180401&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021039356-A1,Composite of metal and carbon-fiber-reinforced plastic and method for manufacturing composite of metal and carbon-fiber-reinforced plastic ,Nippon Steel Corporation,"Masafumi USUI, Masaharu Ibaragi, Noriyuki Negi",2018-04-18,2019-04-02,2021-02-11,,https://patents.google.com/patent/US20210039356A1/en,https://patentimages.storage.googleapis.com/6e/c4/04/2a5a4a0b6bfe49/US20210039356A1-20210211-D00000.png
US-2021032425-A1,"Epoxy resin composition for carbon-fiber-reinforced composite materials, prepreg, and carbon-fiber-reinforced composite material ",Mitsubishi Chemical Corporation,"Yukihiro Harada, Atsushi Nohara",2018-04-23,2020-10-16,2021-02-04,,https://patents.google.com/patent/US20210032425A1/en,https://patentimages.storage.googleapis.com/96/b7/91/cb6565f05fb01b/US20210032425A1-20210204-D00000.png
US-2021108041-A1,"Carbon fiber bundle, manufacturing method therefor, prepreg, and carbon fiber-reinforced composite material ","Toray Industries, Inc.","Haruki Okuda, Naohiro MATSUMOTO, Yuki Sada, Fumihiko Tanaka",2018-04-16,2019-04-10,2021-04-15,,https://patents.google.com/patent/US20210108041A1/en,https://patentimages.storage.googleapis.com/36/67/f0/6671bcde5153f3/US20210108041A1-20210415-D00000.png
US-2021115208-A1,Prepreg and carbon fiber reinforced material ,"Toray Industries, Inc.","Atsuki SUGIMOTO, Atsuhito Arai, Koji Furukawa, Ryohei WATARI",2018-04-27,2019-04-11,2021-04-22,,https://patents.google.com/patent/US20210115208A1/en,https://patentimages.storage.googleapis.com/02/12/a7/2e9860cd6db7fe/US20210115208A1-20210422-D00000.png
US-2019321700-A1,Carbon fiber casing of goalkeeper pu foam hockey stick and production process thereof ,"Joseph Hsu, Zhongshan Fuda Sports App Co., Ltd.",Joseph Hsu,2018-04-18,2019-04-17,2019-10-24,,https://patents.google.com/patent/US20190321700A1/en,https://patentimages.storage.googleapis.com/93/4e/fa/8a511850c522f9/US20190321700A1-20191024-D00000.png
US-2021024705-A1,Metal-carbon fiber reinforced plastic composite and method for manufacturing metal-carbon fiber reinforced plastic composite ,Nippon Steel Corporation,"Masumi KOORI, Yasuaki KAWAMURA, Kohei Ueda",2018-04-03,2019-04-02,2021-01-28,,https://patents.google.com/patent/US20210024705A1/en,https://patentimages.storage.googleapis.com/2a/72/ca/05c3898973fcea/US20210024705A1-20210128-D00000.png
US-2021143524-A1,Antenna windows in carbon fiber enclosures ,"Hewlett-Packard Development Company, L.P.","Chien-Ting Lin, Chi Hao Chang, Kuan-Ting Wu",2018-04-24,2018-04-24,2021-05-13,,https://patents.google.com/patent/US20210143524A1/en,https://patentimages.storage.googleapis.com/f9/4c/54/2518eec81007ab/US20210143524A1-20210513-D00000.png
US-2021154978-A1,Metal-carbon fiber reinforced plastic composite and method for manufacturing metal-carbon fiber reinforced plastic composite ,Nippon Steel Corporation,"Masumi KOORI, Yasuaki KAWAMURA, Kohei Ueda",2018-04-03,2019-04-02,2021-05-27,,https://patents.google.com/patent/US20210154978A1/en,https://patentimages.storage.googleapis.com/1d/89/36/59bb6c3a21b845/US20210154978A1-20210527-D00000.png
US-2021108340-A1,Method of stabilizing precursor fiber for preparing carbon fiber and method of preparing carbon fiber using the same ,"Lg Chem, Ltd.","Jae Gil Choi, Ji Hye Shin, Joon Hee Cho, Su Jin Kim, Ki Hwan Kim, Il Ha LEE, Myung Su Jang",2018-04-27,2019-04-23,2021-04-15,,https://patents.google.com/patent/US20210108340A1/en,
US-2021047242-A1,Block copolymer porous carbon fibers and uses thereof ,Virginia Polytechnic Institute And State University,"Guoliang Liu, Zhengping Zhou",2018-04-20,2019-04-19,2021-02-18,,https://patents.google.com/patent/US20210047242A1/en,https://patentimages.storage.googleapis.com/25/d4/53/4182d7c509a1ea/US20210047242A1-20210218-D00000.png
US-10945489-B2,Sole structure with plates and intervening fluid-filled bladder and method of manufacturing ,"Nike, Inc.","Bryan P. Conrad, Ross Klein, Troy C. Lindner, Bryan R. Picco, Jeffrey George Rasmussen, Bryan K. Youngs",2018-04-20,2019-04-09,2021-03-16,2021-03-16,https://patents.google.com/patent/US10945489B2/en,https://patentimages.storage.googleapis.com/bb/aa/6a/cdf23c8092a69d/US10945489-20210316-D00000.png
US-2021228349-A1,Devices and methods for anchoring transcatheter heart valve ,"Vdyne, Inc.","Robert Vidlund, Mark Christianson, David Holtan",2018-04-04,2020-10-02,2021-07-29,,https://patents.google.com/patent/US20210228349A1/en,https://patentimages.storage.googleapis.com/b6/c6/4d/a50cbccd12a34d/US20210228349A1-20210729-D00000.png
US-10324170-B1,Multi-beam lidar system with polygon mirror ,"Luminar Technologies, Inc.","John P. Engberg, Jr., Christopher A. Engberg, John G. Hughes, Sean P. Hughes",2018-04-05,2018-05-08,2019-06-18,2019-06-18,https://patents.google.com/patent/US10324170B1/en,https://patentimages.storage.googleapis.com/04/49/5d/f1f25c7040280b/US10324170-20190618-D00000.png
US-2019307589-A1,Expandable sheath ,Edwards Lifesciences Corporation,"Eran Goldberg, Noa Axelrod, Yair A. Neumann, Boaz Manash, David Maimon, Eyal Leiba, Ralph Schneider, Liron Tayeb",2018-04-09,2019-04-08,2019-10-10,,https://patents.google.com/patent/US20190307589A1/en,https://patentimages.storage.googleapis.com/62/df/45/3474c1401c7807/US20190307589A1-20191010-D00000.png
US-2020088202-A1,Integrated MVDC Electric Hydraulic Fracturing Systems and Methods for Control and Machine Health Management ,"Axel Michael Sigmar, Leland Modoc","Axel Michael Sigmar, Leland Modoc",2018-04-27,2019-04-29,2020-03-19,,https://patents.google.com/patent/US20200088202A1/en,https://patentimages.storage.googleapis.com/a4/98/cd/829fcf9567b0b1/US20200088202A1-20200319-D00000.png
US-10782740-B2,Display apparatus ,"Lg Display Co., Ltd.","Taehyung Kim, Geunchang PARK, Chounsung Kang, Mi-Na Shin, Sunbok Song, SeungJun KOO",2018-04-20,2019-04-16,2020-09-22,2020-09-22,https://patents.google.com/patent/US10782740B2/en,https://patentimages.storage.googleapis.com/1e/14/f9/98146cfcda9867/US10782740-20200922-D00000.png
US-2019367997-A1,Systems and methods for quality control in single cell processing ,"10X Genomics, Inc.","Zachary Bent, Paul Ryvkin, Jessica Michele Terry, Geoffrey McDermott, Meghan Leigh Flanders Frey",2018-04-06,2019-06-06,2019-12-05,,https://patents.google.com/patent/US20190367997A1/en,https://patentimages.storage.googleapis.com/8b/d4/07/524fd14844ac2d/US20190367997A1-20191205-D00000.png
US-11131214-B2,Gas turbine engine ,"Rolls-Royce Deutschland Ltd & Co Kg, Rolls-Royce Plc","Stefan MENCZYKALSKI, Stephan UHKOETTER, John R. Mason, David A. Edwards, Neil Davies, Lynn HAMMOND, David Williams",2018-04-17,2019-04-12,2021-09-28,2021-09-28,https://patents.google.com/patent/US11131214B2/en,https://patentimages.storage.googleapis.com/45/3b/3d/7a69c2279beb9b/US11131214-20210928-D00000.png
US-2019322812-A1,Polymerizable self-assembled monolayers for use in atomic layer deposition ,International Business Machines Corporation,"Rudy J. Wojtecki, Noah F. Fine Nathel, Ekmini A. De Silva",2018-04-19,2018-04-19,2019-10-24,,https://patents.google.com/patent/US20190322812A1/en,https://patentimages.storage.googleapis.com/a9/83/98/d9c7c35eecb812/US20190322812A1-20191024-D00000.png
