search URL:,https://patents.google.com/?q=E-Glass+Wool&country=US&before=priority:20210430&after=priority:20210401&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021371884-A1,Synthesis of isoprenoids and derivatives ,William Marsh Rice University,"Ramon Gonzalez, James M. CLOMGURG, Seokjung CHEONG",,2021-04-19,2021-12-02,,https://patents.google.com/patent/US20210371884A1/en,https://patentimages.storage.googleapis.com/ac/74/54/a8d0e236d66ca8/US20210371884A1-20211202-D00000.png
US-2021372377-A1,Flywheel energy storage system ,"Kazak Technologies, Inc.",Michael McAleenan,,2021-04-28,2021-12-02,,https://patents.google.com/patent/US20210372377A1/en,https://patentimages.storage.googleapis.com/97/0d/97/e665d10d3e4c3f/US20210372377A1-20211202-D00000.png
US-2021228869-A1,Transdermal drug delivery system ,"Ishaan Jain, Anjan S. Sesetty, Aditi Gubba, Om G. Desai","Ishaan Jain, Anjan S. Sesetty, Aditi Gubba, Om G. Desai",2021-04-05,2021-04-05,2021-07-29,,https://patents.google.com/patent/US20210228869A1/en,https://patentimages.storage.googleapis.com/21/e5/35/777e7021a627d7/US20210228869A1-20210729-D00000.png
US-2021371513-A1,Compounds ,Medimmune Limited,"Simon Charles Cruwys, Steven Godfrey Lane, Philip Mallinder",,2021-04-09,2021-12-02,,https://patents.google.com/patent/US20210371513A1/en,https://patentimages.storage.googleapis.com/3d/c4/88/586102666ad61b/US20210371513A1-20211202-D00001.png
US-11135771-B1,System and method of manufacturing a medical implant ,"Curiteva, Inc.","Todd Reith, Eric Linder, Ryan Heskett",2021-04-09,2021-04-09,2021-10-05,2021-10-05,https://patents.google.com/patent/US11135771B1/en,https://patentimages.storage.googleapis.com/35/6d/01/3de4807dddbadb/US11135771-20211005-D00000.png
US-2021369933-A1,Method for removal of viruses from blood by lectin affinity hemodialysis ,"Aethlon Medical, Inc.",Richard H. Tullis,,2021-04-09,2021-12-02,,https://patents.google.com/patent/US20210369933A1/en,https://patentimages.storage.googleapis.com/d9/4e/d4/01c0010d133b07/US20210369933A1-20211202-D00000.png
US-2021369617-A1,Lyophilized mesenchymal stem cell derived secretome and uses thereof ,"Combangio, Inc.",Spencer ALFORD,,2021-04-06,2021-12-02,,https://patents.google.com/patent/US20210369617A1/en,https://patentimages.storage.googleapis.com/70/3a/8e/6f44c1a3020901/US20210369617A1-20211202-D00000.png
US-2021369146-A1,Automatically classifying animal behavior ,President And Fellows Of Harvard College,"Sandeep Robert DATTA, Alexander Bame WILTSCHKO, Matthew J. Johnson",,2021-04-27,2021-12-02,,https://patents.google.com/patent/US20210369146A1/en,https://patentimages.storage.googleapis.com/ac/41/de/4aa6ad4876a2dc/US20210369146A1-20211202-D00000.png
US-11168866-B1,Rayleigh scatter light ,"Longhorn Intelligent Tech Co., Ltd","Haitao Yang, Lin Yang, Shaoqin Du, Xingwei Huang",2021-04-28,2021-04-28,2021-11-09,2021-11-09,https://patents.google.com/patent/US11168866B1/en,https://patentimages.storage.googleapis.com/d4/ed/94/cfd91934da1652/US11168866-20211109-D00000.png
US-2021381986-A1,Total internal reflection enabled wide-field coherent anti-stokes raman scattering microscopy ,"Ut-Battelle, Llc","Benjamin L. Doughty, Yingzhong Ma",,2021-04-26,2021-12-09,,https://patents.google.com/patent/US20210381986A1/en,https://patentimages.storage.googleapis.com/fe/2c/71/122a6f1ec78498/US20210381986A1-20211209-D00000.png
US-2021380483-A1,Method for making carbonated precast concrete products with enhanced durability ,Carbicrete Inc,"Hucheng QI, Mehrdad MAHOUTIAN, Karmen HOGE",,2021-04-20,2021-12-09,,https://patents.google.com/patent/US20210380483A1/en,https://patentimages.storage.googleapis.com/c3/a5/62/0001fef0b88a3b/US20210380483A1-20211209-D00000.png
US-2021371809-A1,Copper loss mitigation ,"Genentech, Inc.","Masaru Ken Shiratori, Nathaniel Thomas Klair, Jordan James Baker",,2021-04-13,2021-12-02,,https://patents.google.com/patent/US20210371809A1/en,https://patentimages.storage.googleapis.com/44/38/40/2e12fe22b8e75d/US20210371809A1-20211202-D00000.png
US-2021224190-A1,Technologies for configuration of memory ranges ,Intel Corporation,"Vinit MATHEW ABRAHAM, Yen-Cheng Liu",2021-04-06,2021-04-06,2021-07-22,,https://patents.google.com/patent/US20210224190A1/en,https://patentimages.storage.googleapis.com/24/a6/51/127e08a5b58dc2/US20210224190A1-20210722-D00000.png
US-11192830-B2,Seed coating to promote plant growth and method of increasing plant yield ,"Innovations for World Nutrition, LLC","Arthur R. Shirley, Jr., Melissa C. Hayes",,2021-04-12,2021-12-07,2021-12-07,https://patents.google.com/patent/US11192830B2/en,https://patentimages.storage.googleapis.com/17/6b/b4/3d753b56ddd3e9/US11192830-20211207-D00000.png
US-2021339947-A1,Wastere/cycling receptacle protector/monitor ,"Geneva Fund Partners, LLC",Marshall Gause,2021-04-20,2021-04-20,2021-11-04,,https://patents.google.com/patent/US20210339947A1/en,https://patentimages.storage.googleapis.com/6a/53/5d/b8575b4878b0c6/US20210339947A1-20211104-D00000.png
US-2021374410-A1,Automated classification based on photo-realistic image/model mappings ,"Matterport, Inc.","Gunnar Hovden, Mykhaylo Kurinnyy",,2021-04-20,2021-12-02,,https://patents.google.com/patent/US20210374410A1/en,https://patentimages.storage.googleapis.com/33/ca/9d/c492e7f3a1e8ac/US20210374410A1-20211202-D00000.png
