Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality
C04B7,C04B7,,8,1214.977974,5,0.345461,0.361805,0,1,0.904762,19,0.015778
C07D231,C07D231,,7,1647.457947,6,0.250277,0.25617,0,6,1,15,0.000617
C07D233,C07D233,,7,3294.915894,6,0.250277,0.25617,0,6,1,15,0.000617
C07D235,C07D235,,7,3294.915894,6,0.250277,0.25617,0,6,1,15,0.000617
C07D249,C07D249,,7,3294.915894,6,0.250277,0.25617,0,6,1,15,0.000617
C07D403,C07D403,,7,1647.457947,6,0.250277,0.25617,0,6,1,15,0.000617
C07D239,C07D239,,9,1570.090027,5,0.340554,0.354675,0,10,0.928571,26,0.014997
C07D241,C07D241,,9,1570.090027,5,0.340554,0.354675,0,10,0.928571,26,0.014997
C07D251,C07D251,,9,1570.090027,5,0.340554,0.354675,0,10,0.928571,26,0.014997
C07D275,C07D275,,5,774.832962,5,0.340433,0.354154,0,10,0.666667,4,0.012456
C07D487,C07D487,,7,1699.305641,5,0.329978,0.342444,0,10,0.933333,14,0.007042
C07D491,C07D491,,7,1699.305641,5,0.329978,0.342444,0,10,0.933333,14,0.007042
C07D493,C07D493,,7,1699.305641,5,0.329978,0.342444,0,10,0.933333,14,0.007042
C07D495,C07D495,,7,1699.305641,5,0.329978,0.342444,0,10,0.933333,14,0.007042
C07D519,C07D519,,12,3956.487061,5,0.35306,0.369591,0,10,0.963636,53,0.016631
C08G61,C08G61,,23,17902.433395,5,0.355976,0.373949,0.000423,10,0.471861,109,0.020294
C08J2365,C08J2365,,12,3956.487061,5,0.35306,0.369591,0,10,0.963636,53,0.016631
C08L2312,C08L2312,,20,6836.918503,5,0.344283,0.360054,0.000341,11,0.526316,90,0.016813
C09J105,C09J105,,11,2066.414162,5,0.343174,0.357912,0,10,0.955556,43,0.015048
C08F114,C08F114,,5,880.441422,6,0.267001,0.275161,0,11,1,6,0.000618
C08F8,C08F8,,5,880.441422,6,0.267001,0.275161,0,11,1,6,0.000618
C08J2327,C08J2327,,5,880.441422,6,0.267001,0.275161,0,11,1,6,0.000618
C08F220,C08F220,,5,1519.334732,6,0.268402,0.275886,0,10,1,6,0.00075
C08F222,C08F222,,5,3038.669464,6,0.268402,0.275886,0,10,1,6,0.00075
C08F290,C08F290,,12,7475.026306,6,0.279714,0.290081,0,11,1,55,0.002557
C08G18,C08G18,,12,29900.105225,6,0.279714,0.290081,0,11,1,55,0.002557
C08L75,C08L75,,12,7475.026306,6,0.279714,0.290081,0,11,1,55,0.002557
C09D151,C09D151,,12,3737.513153,6,0.279714,0.290081,0,11,1,55,0.002557
C08F30,C08F30,,8,1099.203133,5,0.340524,0.354545,0,10,0.857143,18,0.018044
C08G65,C08G65,,9,3259.927551,5,0.341281,0.355522,0,10,0.964286,27,0.009466
C08G75,C08G75,,9,6519.855103,5,0.341281,0.355522,0,10,0.964286,27,0.009466
H01M2008,H01M2008,,11,9399.413818,5,0.342806,0.357456,0.000001,10,0.755556,34,0.012043
C08G2270,C08G2270,,7,1515.985214,6,0.27056,0.279471,0,11,1,15,0.001372
C08G2280,C08G2280,,7,1515.985214,6,0.27056,0.279471,0,11,1,15,0.001372
C08L23,C08L23,,9,8047.195023,6,0.275179,0.284702,0,11,0.928571,26,0.001742
C08L63,C08L63,,4,712.042511,5,0.31515,0.325178,0,8,0.666667,2,0.006473
C09J1,C09J1,,10,8003.063057,6,0.313963,0.325322,0,8,1,36,0.009041
C09K8,C09K8,,5,1611.123657,6,0.281397,0.290268,0,6,1,6,0.001102
C10G2400,C10G2400,,11,14130.674194,6,0.246371,0.253445,0,6,0.888889,40,0.001274
C10G35,C10G35,,10,2649.718765,6,0.246355,0.253315,0,6,1,36,0.00116
C10G45,C10G45,,10,2649.718765,6,0.246355,0.253315,0,6,1,36,0.00116
C10G63,C10G63,,10,2649.718765,6,0.246355,0.253315,0,6,1,36,0.00116
C10G9,C10G9,,10,2649.718765,6,0.246355,0.253315,0,6,1,36,0.00116
C10J2200,C10J2200,,13,10098.02121,6,0.287255,0.298206,0,5,1,66,0.002313
C10J2300,C10J2300,,13,20196.042419,6,0.287255,0.298206,0,5,1,66,0.002313
C10J3,C10J3,,13,10098.02121,6,0.287255,0.298206,0,5,1,66,0.002313
F23G2201,F23G2201,,13,25245.053406,6,0.287255,0.298206,0,5,1,66,0.002313
F23G2205,F23G2205,,13,5049.010605,6,0.287255,0.298206,0,5,1,66,0.002313
F23G2206,F23G2206,,13,10098.02121,6,0.287255,0.298206,0,5,1,66,0.002313
F23G2209,F23G2209,,13,5049.010605,6,0.287255,0.298206,0,5,1,66,0.002313
F23G2900,F23G2900,,13,5049.010605,6,0.287255,0.298206,0,5,1,66,0.002313
C10M133,C10M133,,12,5904.974091,1,1,1,0,24,1,55,0.001119
C10M143,C10M143,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10M145,C10M145,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10M149,C10M149,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10M159,C10M159,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10M2203,C10M2203,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10M2205,C10M2205,,12,5904.974091,1,1,1,0,24,1,55,0.001119
C10M2207,C10M2207,,12,5904.974091,1,1,1,0,24,1,55,0.001119
C10M2217,C10M2217,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C10N2030,C10N2030,,12,8857.46106,1,1,1,0,24,1,55,0.001119
C10N2040,C10N2040,,12,2952.487045,1,1,1,0,24,1,55,0.001119
C11C5,C11C5,,3,553.591324,1,1,1,0,25,1,1,0.000163
F21V37,F21V37,,3,1107.182648,1,1,1,0,25,1,1,0.000163
G01J2003,G01J2003,,18,7700.589813,5,0.345275,0.361748,0.000003,36,0.632353,86,0.0331
C21D2201,C21D2201,,7,1378.505936,5,0.295668,0.304532,0,14,1,15,0.001787
H01H2061,H01H2061,,7,1378.505936,5,0.295668,0.304532,0,14,1,15,0.001787
H01H37,H01H37,,19,14887.545433,5,0.348696,0.36489,0.000242,8,0.261438,40,0.020045
H01H61,H01H61,,7,2757.011871,5,0.295668,0.304532,0,14,1,15,0.001787
C22B1,C22B1,,6,947.607391,5,0.303962,0.313864,0,6,1,10,0.002424
C22B21,C22B21,,6,947.607391,5,0.303962,0.313864,0,6,1,10,0.002424
C25D1,C25D1,,23,12984.461769,5,0.360289,0.378697,0.000051,8,0.584416,135,0.034173
C25D3,C25D3,,16,17575.409431,5,0.347621,0.363521,0.00001,8,0.857143,90,0.023818
C25D7,C25D7,,16,5218.773674,5,0.347621,0.363521,0.00001,8,0.857143,90,0.023818
C25D9,C25D9,,14,2913.185059,5,0.347558,0.36326,0,8,0.961538,75,0.023458
C23C18,C23C18,,10,9475.589111,5,0.336285,0.350361,0.000004,5,0.833333,30,0.010914
C23C22,C23C22,,7,13531.897156,5,0.330092,0.342618,0,5,0.933333,14,0.007445
C25D5,C25D5,,17,9069.871613,5,0.343882,0.359233,0.00002,5,0.575,69,0.017931
C23C26,C23C26,,6,1379.745804,6,0.278253,0.287083,0,10,1,10,0.00091
F02F1,F02F1,,28,12024.119911,5,0.346867,0.365237,0.000953,1,0.48433,170,0.020296
F05C2251,F05C2251,,6,1379.745804,6,0.278253,0.287083,0,10,1,10,0.00091
C23C8,C23C8,,11,5453.502167,5,0.363912,0.382291,0,10,0.888889,40,0.029773
C25D11,C25D11,,14,14557.676453,5,0.364085,0.382769,0.000002,10,0.717949,56,0.036588
C23F1,C23F1,,5,3729.970062,5,0.317734,0.328628,0,8,1,6,0.006037
C25C3,C25C3,,11,2534.992508,5,0.35032,0.366441,0,10,0.955556,43,0.020334
C25B3,C25B3,,9,1795.373558,5,0.353711,0.369121,0,5,0.928571,26,0.021803
C25C1,C25C1,,8,1655.792427,5,0.356108,0.372632,0,10,0.904762,19,0.017455
C25C7,C25C7,,8,3311.584854,5,0.356108,0.372632,0,10,0.904762,19,0.017455
C25D13,C25D13,,10,2588.451218,5,0.316319,0.327459,0,8,0.972222,35,0.007577
C30B29,C30B29,,3,1107.182648,1,1,1,0,26,1,1,0.000163
C30B7,C30B7,,3,553.591324,1,1,1,0,26,1,1,0.000163
E02F5,E02F5,,13,15783.055511,5,0.319029,0.330952,0.000005,6,0.787879,52,0.006173
F16L1,F16L1,,12,7679.03904,5,0.316763,0.328241,0.000002,6,0.854545,47,0.005856
D06F2103,D06F2103,,6,1241.712936,6,0.260421,0.267536,0,9,1,10,0.000671
D06F2105,D06F2105,,12,4170.86734,6,0.269723,0.278532,0.000024,9,0.581818,32,0.001711
D06F23,D06F23,,6,1241.712936,6,0.260421,0.267536,0,9,1,10,0.000671
D06F34,D06F34,,11,3093.754654,5,0.340826,0.356682,0.000779,9,0.466667,21,0.019969
D06F59,D06F59,,8,1556.486877,6,0.262776,0.270699,0,9,1,21,0.001146
D06F73,D06F73,,8,1556.486877,6,0.262776,0.270699,0,9,1,21,0.001146
F26B21,F26B21,,14,6517.5961,6,0.279775,0.290168,0.000018,9,0.705128,55,0.002285
D06F33,D06F33,,7,746.677414,5,0.340282,0.355683,0,0,0.733333,11,0.01952
D06F75,D06F75,,2,6643.096191,0,0,0,0,27,0,0,0.000079
D07B1,D07B1,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
D07B2201,D07B2201,,11,4714.452271,6,0.277931,0.287396,0,5,1,45,0.00141
D07B2401,D07B2401,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
D07B2501,D07B2501,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
D07B5,D07B5,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
E01D11,E01D11,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
E01D19,E01D19,,11,2357.226135,6,0.277931,0.287396,0,5,1,45,0.00141
F25D21,F25D21,,11,7071.678375,6,0.277931,0.287396,0,5,1,45,0.00141
H02G7,H02G7,,26,5034.030777,5,0.345368,0.362318,0.001658,5,0.393333,118,0.019571
E02B11,E02B11,,5,889.470657,6,0.259417,0.266462,0,6,1,6,0.000617
E03F5,E03F5,,5,889.470657,6,0.259417,0.266462,0,6,1,6,0.000617
E01C2301,E01C2301,,3,344.99411,7,0.235873,0.240742,0,6,1,1,0.000201
F21L2,F21L2,,11,1514.540405,5,0.325112,0.33757,0,15,0.955556,43,0.013004
E01H10,E01H10,,4,608.976517,6,0.296125,0.305518,0,5,1,3,0.002056
E01H4,E01H4,,5,862.615143,5,0.327639,0.340607,0,0,0.666667,4,0.010526
F16B33,F16B33,,6,1057.182495,6,0.277629,0.28571,0,5,1,10,0.000843
F16B43,F16B43,,10,4469.361664,5,0.323413,0.334858,0.000103,12,0.527778,19,0.007692
E02D1,E02D1,,6,944.799843,5,0.326579,0.339559,0,36,0.9,9,0.007356
E02D2250,E02D2250,,7,1029.511765,6,0.272404,0.281635,0,6,1,15,0.001019
E02D2300,E02D2300,,7,1029.511765,6,0.272404,0.281635,0,6,1,15,0.001019
E02D2600,E02D2600,,7,1029.511765,6,0.272404,0.281635,0,6,1,15,0.001019
E02D3,E02D3,,7,1029.511765,6,0.272404,0.281635,0,6,1,15,0.001019
E02D29,E02D29,,6,789.312851,5,0.317734,0.329575,0,36,1,10,0.008236
E02D31,E02D31,,3,1967.014587,6,0.264606,0.272258,0,15,1,1,0.000489
E21B11,E21B11,,4,474.382751,6,0.278516,0.287939,0,6,1,3,0.000965
E21C35,E21C35,,4,3095.331573,6,0.273941,0.282695,0,6,1,3,0.001369
F16L57,F16L57,,10,2143.042145,5,0.311111,0.321594,0,6,1,36,0.004115
F17D5,F17D5,,15,3097.386765,5,0.339349,0.354923,0.000071,6,0.527473,48,0.018273
H02G9,H02G9,,15,8337.481636,5,0.330576,0.343331,0.00002,6,0.571429,52,0.009525
E03F7,E03F7,,20,5217.523636,5,0.341737,0.357013,0.000045,6,0.48538,83,0.020455
F24D17,F24D17,,16,5957.635391,5,0.346553,0.362235,0.000048,5,0.590476,62,0.013252
F24D19,F24D19,,16,5431.942139,5,0.346553,0.362235,0.000048,5,0.590476,62,0.013252
F24H2240,F24H2240,,11,2231.650223,6,0.296835,0.30809,0.000006,5,0.777778,35,0.002879
G05D9,G05D9,,7,1258.819519,5,0.305877,0.315754,0,6,1,15,0.00302
E03C2001,E03C2001,,4,829.895691,6,0.259364,0.266376,0,6,1,3,0.000478
E03F2201,E03F2201,,9,1545.693108,5,0.331748,0.344725,0,6,0.964286,27,0.010476
F16K19,F16K19,,4,829.895691,6,0.259364,0.266376,0,6,1,3,0.000478
F16L55,F16L55,,9,6367.631104,5,0.331748,0.344725,0,6,0.964286,27,0.010476
E03D1,E03D1,,7,2544.70224,5,0.303914,0.313608,0,6,1,15,0.002986
E03D13,E03D13,,4,508.419159,6,0.262902,0.26996,0,6,1,3,0.000641
E04B9,E04B9,,14,3634.552956,5,0.345119,0.3622,0.000005,15,0.653846,51,0.025166
E04C2,E04C2,,6,3285.945618,6,0.276071,0.284811,0,15,1,10,0.001423
E04F19,E04F19,,11,7227.019379,5,0.30617,0.316267,0,5,1,45,0.003474
E04F2019,E04F2019,,11,2409.006424,5,0.30617,0.316267,0,5,1,45,0.003474
E04F2290,E04F2290,,11,2409.006424,5,0.30617,0.316267,0,5,1,45,0.003474
F15B7,F15B7,,11,1938.863373,5,0.338391,0.354301,0.000024,6,0.733333,33,0.009383
F24F2120,F24F2120,,29,16044.307838,5,0.346334,0.36449,0.000207,5,0.410053,155,0.033178
G21F7,G21F7,,11,2409.006424,5,0.30617,0.316267,0,5,1,45,0.003474
E04C3,E04C3,,13,2075.276428,5,0.340826,0.355496,0,5,0.984848,65,0.015359
E04H9,E04H9,,13,2075.276428,5,0.340826,0.355496,0,5,0.984848,65,0.015359
G01K11,G01K11,,34,10115.321266,5,0.362708,0.382712,0.000077,12,0.420455,222,0.048413
E05C19,E05C19,,11,3206.285645,5,0.327499,0.339881,0.000002,15,0.711111,32,0.013902
E05B15,E05B15,,7,1493.070877,6,0.308311,0.318904,0,36,1,15,0.004765
E05B59,E05B59,,12,4072.557915,6,0.318923,0.331261,0.000002,36,0.818182,45,0.009423
E05B9,E05B9,,10,2684.210304,5,0.315409,0.327264,0.000001,36,0.861111,31,0.010068
E05B2045,E05B2045,,13,14503.783829,5,0.321812,0.334676,0.000002,36,0.893939,59,0.013195
E05B63,E05B63,,21,9881.152252,5,0.322461,0.336479,0.000003,36,0.710526,135,0.022959
H04L2463,H04L2463,,31,15576.18412,5,0.35884,0.379831,0.000003,36,0.675862,294,0.079646
E05B27,E05B27,,11,3585.621857,5,0.317918,0.329944,0.000002,36,0.933333,42,0.012303
E05B35,E05B35,,10,4654.41713,5,0.307668,0.318631,0,36,1,36,0.009048
E05B41,E05B41,,10,2198.344315,5,0.315824,0.327785,0,36,1,36,0.010513
E05B55,E05B55,,7,921.074066,5,0.307594,0.318239,0,36,1,15,0.008425
E05C3,E05C3,,10,2198.344315,5,0.315824,0.327785,0,36,1,36,0.010513
Y10T70,Y10T70,,6,1752.816177,5,0.314117,0.324665,0,36,1,10,0.007006
E05D11,E05D11,,16,7703.870041,5,0.347621,0.366289,0.000007,12,0.619048,65,0.032771
E05D7,E05D7,,11,2200.459702,5,0.342592,0.359698,0,12,0.888889,40,0.025831
F16C11,F16C11,,23,7610.850288,5,0.35183,0.370373,0.000753,9,0.398268,92,0.030744
F16H21,F16H21,,14,4233.464478,5,0.342317,0.358385,0.000034,6,0.576923,45,0.014489
E05F3,E05F3,,8,5493.051254,6,0.309505,0.320277,0,15,0.952381,20,0.008936
E05Y2600,E05Y2600,,5,1136.890518,6,0.30639,0.316558,0,15,1,6,0.006179
E06B2007,E06B2007,,5,886.998917,6,0.302071,0.311701,0,15,1,6,0.003809
F24F2011,F24F2011,,10,2705.685349,5,0.326385,0.339911,0,15,0.972222,35,0.01398
F24F2110,F24F2110,,54,37585.607021,5,0.393113,0.41661,0.000342,5,0.327286,451,0.079731
F24F7,F24F7,,16,10304.885162,5,0.354824,0.372354,0.00001,5,0.742857,78,0.022337
E05G2700,E05G2700,,4,811.837265,6,0.291844,0.300843,0,15,1,3,0.001895
G07F19,G07F19,,19,13087.042839,5,0.344067,0.361718,0.000014,36,0.496732,76,0.033589
E06B2009,E06B2009,,18,12148.84317,5,0.340312,0.355322,0.000005,5,0.705882,96,0.024274
G02F2203,G02F2203,,29,11994.703606,5,0.369592,0.39005,0.000019,12,0.568783,215,0.05695
Y02B80,Y02B80,,11,1730.133728,5,0.330319,0.343739,0,5,0.977778,44,0.017381
G07C3,G07C3,,8,972.452057,5,0.342684,0.358481,0,36,0.857143,18,0.019654
E21B1,E21B1,,7,984.359604,5,0.304227,0.313964,0,6,1,15,0.003259
E21B49,E21B49,,47,27573.954086,5,0.366836,0.388582,0.000531,6,0.255072,264,0.05066
E21B10,E21B10,,13,11904.780853,6,0.298104,0.30948,0.000014,6,0.80303,53,0.003437
E21B12,E21B12,,8,2442.904694,6,0.291091,0.301282,0.000001,6,0.904762,19,0.001934
E21B2200,E21B2200,,20,9641.564171,5,0.336373,0.352129,0.000219,6,0.555556,95,0.015675
E21B44,E21B44,,14,13195.986053,6,0.297942,0.309402,0.000017,6,0.679487,53,0.003359
E21B45,E21B45,,8,1268.760284,6,0.266908,0.275608,0,6,1,21,0.001168
E21B36,E21B36,,6,896.341812,6,0.288291,0.298036,0,6,1,10,0.001497
E21B15,E21B15,,4,616.858597,5,0.287492,0.296064,0,6,1,3,0.000983
F16H33,F16H33,,10,1786.618271,5,0.31572,0.325999,0,6,1,36,0.004558
E21B37,E21B37,,6,845.749138,5,0.298034,0.308342,0,6,1,10,0.002273
E21B29,E21B29,,13,3082.067749,5,0.320013,0.331131,0.000002,6,0.833333,55,0.006103
G01V99,G01V99,,15,4404.774567,5,0.338929,0.354345,0.000011,6,0.615385,56,0.015661
E21B27,E21B27,,6,1357.148773,6,0.294443,0.304771,0,6,1,10,0.002192
E21B25,E21B25,,3,369.060883,1,1,1,0,28,1,1,0.000163
E21B3,E21B3,,3,369.060883,1,1,1,0,28,1,1,0.000163
G01N24,G01N24,,11,2170.135414,5,0.32238,0.333564,0.000001,6,0.888889,40,0.006085
E21B31,E21B31,,3,2012.851593,6,0.287169,0.296489,0,6,1,1,0.001099
G21F1,G21F1,,5,1062.010468,6,0.274943,0.283138,0,6,1,6,0.000747
G21F5,G21F5,,5,3186.031494,6,0.274943,0.283138,0,6,1,6,0.000747
G21F9,G21F9,,5,1062.010468,6,0.274943,0.283138,0,6,1,6,0.000747
F04B2205,F04B2205,,9,1286.480362,6,0.294082,0.304684,0,6,1,28,0.002156
F04B47,F04B47,,16,7343.200912,5,0.351186,0.367692,0.000013,6,0.657143,69,0.016133
F04B51,F04B51,,19,4406.231308,5,0.354758,0.372406,0.000118,6,0.529412,81,0.024562
F04D1,F04D1,,9,3120.698151,5,0.310507,0.322532,0,6,1,28,0.004945
F04D7,F04D7,,9,1560.349075,5,0.310507,0.322532,0,6,1,28,0.004945
F16L33,F16L33,,9,1286.480362,6,0.294082,0.304684,0,6,1,28,0.002156
F42C11,F42C11,,18,5707.004387,5,0.345554,0.362248,0.000779,5,0.382353,52,0.018974
F42C19,F42C19,,10,2140.881462,6,0.277649,0.287939,0.000263,5,0.722222,26,0.00152
F42C9,F42C9,,10,2224.675575,6,0.289466,0.300404,0.000039,5,0.722222,26,0.002009
F42D1,F42D1,,8,1337.974838,6,0.277609,0.287678,0,5,1,21,0.001348
G01M99,G01M99,,6,784.129044,6,0.284549,0.294943,0,6,1,10,0.001542
F17D1,F17D1,,9,1700.686806,5,0.308335,0.318491,0,0,1,28,0.003712
F17D3,F17D3,,9,1700.686806,5,0.308335,0.318491,0,0,1,28,0.003712
G01F5,G01F5,,14,3546.115623,5,0.309081,0.31999,0.000054,5,0.615385,48,0.004544
G01N11,G01N11,,3,419.24881,6,0.287169,0.296489,0,6,1,1,0.001099
G01V2001,G01V2001,,7,1649.389351,6,0.30988,0.320164,0,6,0.866667,13,0.004332
G01V2200,G01V2200,,11,2514.972092,5,0.319587,0.332304,0.000006,6,0.6,27,0.009356
H01Q19,H01Q19,,57,19683.950974,5,0.390393,0.414142,0.000098,12,0.461688,711,0.128463
H03G5,H03G5,,52,22255.373283,5,0.364466,0.38667,0.000121,12,0.482353,615,0.090074
H04B13,H04B13,,25,4309.925323,5,0.354071,0.373927,0.000027,12,0.485507,134,0.053995
F01B21,F01B21,,15,2524.062027,5,0.324562,0.340072,0,1,0.978022,89,0.014274
F02B73,F02B73,,15,2524.062027,5,0.324562,0.340072,0,1,0.978022,89,0.014274
F02D25,F02D25,,15,5048.124054,5,0.324562,0.340072,0,1,0.978022,89,0.014274
F02G5,F02G5,,34,7984.836605,5,0.369735,0.390902,0.00033,1,0.441288,233,0.040239
F01C1,F01C1,,5,1476.24353,1,1,1,0,29,1,6,0.000342
F01C21,F01C21,,5,1476.24353,1,1,1,0,29,1,6,0.000342
F02B53,F02B53,,5,2952.487061,1,1,1,0,29,1,6,0.000342
F02B55,F02B55,,5,5904.974121,1,1,1,0,29,1,6,0.000342
F01D1,F01D1,,15,4135.479706,5,0.353483,0.370416,0.000015,5,0.725275,66,0.017727
F01D19,F01D19,,17,6850.131577,6,0.301501,0.313782,0.000002,5,0.841667,101,0.008855
F02C1,F02C1,,10,1626.869743,5,0.352963,0.369287,0,5,0.944444,34,0.015389
F01D11,F01D11,,14,14410.05249,6,0.295054,0.306383,0,5,1,78,0.00727
F25D19,F25D19,,15,4176.948662,5,0.345461,0.361218,0,5,0.978022,89,0.019466
F01D5,F01D5,,17,5953.554443,6,0.304832,0.317996,0.000001,5,0.833333,100,0.00955
G01H9,G01H9,,14,2936.090279,5,0.328116,0.341363,0.000014,5,0.641026,50,0.011584
G01B15,G01B15,,10,1775.607864,5,0.315279,0.326673,0,7,1,36,0.005867
G01P3,G01P3,,46,8013.354935,5,0.393921,0.416675,0.000357,36,0.392929,389,0.096055
H01Q15,H01Q15,,37,10744.056793,5,0.372862,0.395073,0.000029,12,0.536508,338,0.077289
F16K5,F16K5,,11,1793.967827,5,0.346992,0.363504,0,1,0.977778,44,0.014081
F01K15,F01K15,,7,1028.526367,6,0.27951,0.289151,0,5,1,15,0.001475
F25B39,F25B39,,28,8195.293381,5,0.321623,0.336588,0.000171,5,0.407407,143,0.009725
F01K3,F01K3,,17,4859.713112,5,0.330405,0.344773,0,5,0.991667,119,0.009097
F03B1,F03B1,,27,6484.219193,5,0.359412,0.37818,0.000077,5,0.590769,192,0.02919
F03B17,F03B17,,38,14827.477562,5,0.364223,0.384489,0.000171,5,0.421922,281,0.029989
F22B3,F22B3,,17,4859.713112,5,0.330405,0.344773,0,5,0.991667,119,0.009097
F25B1,F25B1,,26,7104.154884,5,0.331662,0.347271,0.000155,5,0.576667,173,0.011241
F25B2341,F25B2341,,23,17306.989899,5,0.331433,0.346663,0.000105,5,0.688312,159,0.010353
F25B2400,F25B2400,,28,17208.701752,5,0.331576,0.347315,0.000171,5,0.575499,202,0.011086
F25B9,F25B9,,18,14256.565323,5,0.332697,0.347597,0.000003,5,0.904412,123,0.010285
F01L2001,F01L2001,,19,11810.834663,5,0.345399,0.362717,0,1,0.875817,134,0.021253
F01L2009,F01L2009,,14,2449.99678,5,0.346397,0.363412,0,1,0.974359,76,0.020674
F01L2201,F01L2201,,13,2433.545013,5,0.344933,0.361566,0,1,0.969697,64,0.015583
F01L2800,F01L2800,,20,7666.694633,5,0.345866,0.363347,0.000001,1,0.842105,144,0.022118
F01L9,F01L9,,14,2449.99678,5,0.346397,0.363412,0,1,0.974359,76,0.020674
F02D2013,F02D2013,,28,8078.933304,5,0.347212,0.36565,0.000002,1,0.698006,245,0.035181
G01K15,G01K15,,13,2593.978493,5,0.348537,0.365911,0.000041,36,0.636364,42,0.019438
F01N2340,F01N2340,,16,4743.947227,5,0.345368,0.362326,0,1,0.847619,89,0.022237
F02B77,F02B77,,37,10393.018929,5,0.368068,0.389629,0.000136,1,0.507937,320,0.057565
F01N2290,F01N2290,,9,1614.110703,5,0.343666,0.359632,0,1,0.964286,27,0.013225
G01L23,G01L23,,18,9352.773956,5,0.348727,0.366258,0.000008,8,0.683824,93,0.022642
F02B1,F02B1,,9,1873.546234,5,0.344685,0.360892,0,1,0.928571,26,0.016154
F01P2023,F01P2023,,21,6512.336647,5,0.345928,0.363434,0,1,0.884211,168,0.021244
F01P2031,F01P2031,,12,1958.946159,6,0.305536,0.318913,0,1,0.981818,54,0.013048
F02F2001,F02F2001,,7,1996.87648,6,0.273356,0.282842,0.000013,1,0.8,12,0.002269
F02F7,F02F7,,22,5045.590668,5,0.346022,0.363651,0.000002,1,0.733333,154,0.019457
F02B17,F02B17,,7,1586.888794,5,0.343912,0.359763,0,1,0.933333,14,0.008682
F02B23,F02B23,,7,8002.216049,5,0.343912,0.359763,0,1,0.933333,14,0.008682
F02B3,F02B3,,7,1586.888794,5,0.343912,0.359763,0,1,0.933333,14,0.008682
F02B19,F02B19,,11,15733.955475,5,0.345119,0.361544,0,1,0.733333,33,0.014242
F02F11,F02F11,,9,1824.090668,5,0.345026,0.36124,0,1,0.928571,26,0.012301
F02B2037,F02B2037,,15,4943.796295,5,0.35,0.367214,0.000002,1,0.78022,71,0.02144
F04D17,F04D17,,11,2352.74659,5,0.349745,0.366519,0,1,0.955556,43,0.017043
F02B2075,F02B2075,,4,688.121613,6,0.257571,0.264646,0,1,1,3,0.000443
F02B21,F02B21,,17,3397.150475,5,0.345337,0.362457,0.000001,1,0.708333,85,0.019364
F02D28,F02D28,,14,2417.000931,5,0.345088,0.361848,0,1,0.769231,60,0.01642
F02P23,F02P23,,24,6533.038643,5,0.346334,0.364368,0.000001,1,0.766798,194,0.031327
F02B71,F02B71,,13,2105.818336,5,0.323795,0.338843,0,1,0.984848,65,0.012309
F02G2243,F02G2243,,14,2872.958138,5,0.323822,0.338973,0.000094,5,0.871795,68,0.012397
F02G2280,F02G2280,,14,2872.958138,5,0.323822,0.338973,0.000094,5,0.871795,68,0.012397
F16C2360,F16C2360,,8,1809.13118,6,0.276808,0.286296,0.000015,1,0.714286,15,0.001534
F16C3,F16C3,,6,1005.158264,6,0.275773,0.284815,0,1,1,10,0.001333
F16C9,F16C9,,8,1809.13118,6,0.276808,0.286296,0.000015,1,0.714286,15,0.001534
F02P17,F02P17,,9,12189.671051,6,0.286055,0.296233,0,1,0.821429,23,0.002731
F03B15,F03B15,,13,1989.570839,5,0.354398,0.371242,0,5,0.969697,64,0.01872
F04B41,F04B41,,19,3467.691078,5,0.355844,0.373384,0.000176,6,0.594771,91,0.020065
F24D3,F24D3,,20,4906.494019,5,0.309855,0.322762,0.000041,5,0.526316,90,0.006039
F24H1,F24H1,,20,7921.776375,5,0.341433,0.357538,0.000139,5,0.409357,70,0.014842
F02K1,F02K1,,6,7281.492706,6,0.299734,0.310858,0,5,1,10,0.004049
F02D1,F02D1,,8,1384.412354,5,0.308187,0.32152,0,1,0.952381,20,0.010173
F02M2200,F02M2200,,10,2393.845627,6,0.30281,0.315485,0,1,0.972222,35,0.006485
F02M45,F02M45,,10,2393.845627,6,0.30281,0.315485,0,1,0.972222,35,0.006485
F02M47,F02M47,,10,2393.845627,6,0.30281,0.315485,0,1,0.972222,35,0.006485
F02M55,F02M55,,9,2014.482285,5,0.308559,0.322041,0,0,0.964286,27,0.010876
F02M57,F02M57,,15,5756.851471,5,0.308757,0.322845,0.000005,1,0.681319,62,0.013221
F02M59,F02M59,,11,5499.743233,5,0.320548,0.333594,0.000009,1,0.844444,38,0.009035
