Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality
A01B1,A01B1,,19,7672.493965,5,0.355185,0.373949,0.000771,15,0.568627,87,0.029451
A01B19,A01B19,,6,1412.927353,6,0.269647,0.277611,0,15,1,10,0.000748
A01B35,A01B35,,11,3684.493965,5,0.336787,0.351434,0.000308,15,0.533333,24,0.01056
A01B45,A01B45,,8,2036.828522,5,0.297526,0.307543,0.000068,15,0.619048,13,0.002743
A01B63,A01B63,,6,1412.927353,6,0.269647,0.277611,0,15,1,10,0.000748
A01D7,A01D7,,13,1825.612007,5,0.348601,0.366567,0,15,0.954545,63,0.024525
B25G1,B25G1,,26,6721.223587,5,0.377671,0.398345,0.001668,15,0.41,123,0.045288
B25G3,B25G3,,13,1825.612007,5,0.348601,0.366567,0,15,0.954545,63,0.024525
E01H5,E01H5,,35,9359.043716,5,0.380329,0.401964,0.000227,5,0.41533,233,0.04931
F21L4,F21L4,,147,61817.625744,5,0.422002,0.452746,0.001949,15,0.192537,2038,0.207226
F21V21,F21V21,,147,107826.741024,4,0.425844,0.456052,0.001864,15,0.21351,2260,0.212653
F21V23,F21V23,,325,211629.18071,4,0.462894,0.502259,0.013663,15,0.10618,5556,0.416648
F21V33,F21V33,,273,87689.20224,4,0.451985,0.489073,0.009608,15,0.115531,4258,0.348012
G06F3,G06F3,,651,1064988.384113,4,0.497278,0.555092,0.040729,12,0.088723,18714,0.942707
H04R1,H04R1,,327,376434.930447,4,0.458358,0.498783,0.008847,12,0.145182,7691,0.54285
H04R2420,H04R2420,,180,87426.941532,5,0.430576,0.462956,0.002106,12,0.208775,3326,0.315952
H04R3,H04R3,,221,131700.790478,5,0.43805,0.473188,0.004015,12,0.210004,5059,0.419251
H05B3,H05B3,,106,45227.436275,5,0.426649,0.453072,0.004428,11,0.164286,897,0.142063
A01B61,A01B61,,7,1021.023071,5,0.336049,0.350282,0,36,0.933333,14,0.009974
A01B76,A01B76,,17,2718.899597,5,0.3624,0.380774,0.00003,15,0.591667,71,0.032956
G01L5,G01L5,,98,38183.941307,5,0.418412,0.44549,0.002496,3,0.199313,928,0.169732
G01N27,G01N27,,83,62287.035553,4,0.423213,0.448253,0.002284,6,0.213791,710,0.148157
H04W4,H04W4,,562,731152.312386,4,0.490537,0.542557,0.02492,36,0.112701,17703,0.922732
B62D21,B62D21,,76,54062.692177,5,0.39665,0.423223,0.000823,0,0.347027,963,0.134666
B62D63,B62D63,,69,22151.430367,5,0.393638,0.419061,0.000785,0,0.278314,634,0.112442
A01B59,A01B59,,14,2867.379082,5,0.348949,0.365137,0.000162,6,0.692308,54,0.023948
A01M7,A01M7,,32,13340.788681,5,0.361546,0.380805,0.00042,6,0.292473,136,0.037476
B60Q1,B60Q1,,193,208808.480614,5,0.441834,0.474035,0.003168,15,0.236202,4331,0.412056
B60Q11,B60Q11,,15,4231.966652,5,0.359412,0.377815,0.000005,15,0.703297,64,0.033202
B60Q9,B60Q9,,210,64821.665554,4,0.44163,0.475061,0.001971,0,0.256303,5571,0.453309
B60R16,B60R16,,355,146662.21867,4,0.469293,0.509493,0.008759,0,0.16549,10340,0.683474
B62D49,B62D49,,4,3528.139221,6,0.27888,0.287513,0,6,1,3,0.000901
E02F3,E02F3,,44,34426.849243,5,0.373297,0.396146,0.001276,6,0.293466,265,0.063191
F21W2107,F21W2107,,26,6505.912109,5,0.377373,0.398301,0.000023,15,0.556667,167,0.052033
F21Y2115,F21Y2115,,350,131762.330795,4,0.467862,0.508103,0.016697,15,0.095593,5805,0.424053
H01R13,H01R13,,257,292475.686367,4,0.463565,0.496655,0.008842,14,0.161336,5266,0.471878
A01B69,A01B69,,14,3375.844536,5,0.346804,0.362639,0.000006,0,0.628205,49,0.026331
A01B79,A01B79,,19,4853.025856,5,0.349617,0.366932,0.000023,15,0.431373,66,0.031535
A01D2101,A01D2101,,74,19085.244904,5,0.394366,0.420255,0.0008,0,0.467656,1229,0.166383
A01D34,A01D34,,88,61184.818321,5,0.398628,0.425795,0.003254,0,0.356856,1335,0.174775
A01D69,A01D69,,64,41133.502747,5,0.385373,0.410271,0.000136,0,0.558116,1090,0.14744
G01B11,G01B11,,118,49636.87188,4,0.415331,0.443778,0.004797,36,0.161214,1094,0.161854
G01B21,G01B21,,34,13057.926331,5,0.364085,0.385106,0.000173,36,0.333333,176,0.048791
G01S17,G01S17,,187,152290.789188,4,0.441122,0.472693,0.00351,0,0.221157,3805,0.376857
G01S7,G01S7,,177,108325.580471,5,0.4383,0.469517,0.002331,0,0.220974,3403,0.351559
G05D1,G05D1,,491,506171.108685,4,0.484343,0.532347,0.023743,0,0.10967,13139,0.787524
G05D2201,G05D2201,,261,123564.742023,4,0.447034,0.484185,0.003992,0,0.188209,6337,0.50717
G06F17,G06F17,,113,41229.11924,5,0.399875,0.42898,0.001109,36,0.266409,1656,0.212452
G07C5,G07C5,,230,136181.10059,5,0.441325,0.477164,0.003829,0,0.232131,6060,0.497499
A01C21,A01C21,,13,7414.946121,5,0.346116,0.362813,0.000098,36,0.484848,32,0.023699
A01D90,A01D90,,6,853.830475,5,0.333218,0.347662,0,36,0.8,8,0.011721
A01D91,A01D91,,6,853.830475,5,0.333218,0.347662,0,36,0.8,8,0.011721
G01J1,G01J1,,64,45862.396751,5,0.398711,0.422962,0.000327,15,0.306196,598,0.119112
G01J2001,G01J2001,,39,15223.787109,5,0.389481,0.412079,0.000072,15,0.361309,254,0.083196
G01N2021,G01N2021,,76,60788.108185,5,0.397802,0.423866,0.000822,36,0.255135,708,0.125955
G01N21,G01N21,,111,99431.799038,4,0.411721,0.439781,0.002292,36,0.190325,1141,0.170573
G01V8,G01V8,,26,9168.38858,5,0.360492,0.379566,0.00008,15,0.343333,103,0.039517
G06N3,G06N3,,321,393704.585709,4,0.457757,0.497676,0.006525,36,0.190067,9701,0.629958
G06N5,G06N5,,202,117454.01236,4,0.431254,0.465546,0.002928,36,0.296368,5957,0.464051
G06Q50,G06Q50,,279,112902.616814,4,0.455258,0.492092,0.00445,0,0.212295,8174,0.587569
A01C1,A01C1,,10,1927.111786,6,0.288443,0.298197,0,15,1,36,0.00176
A01G25,A01G25,,49,23122.037048,5,0.361512,0.382108,0.001725,6,0.199468,225,0.045184
A01G7,A01G7,,23,5817.102959,5,0.354332,0.373297,0.000668,15,0.467532,108,0.029689
A01N25,A01N25,,10,1927.111786,6,0.288443,0.298197,0,15,1,36,0.00176
A01N37,A01N37,,10,5781.335419,6,0.288443,0.298197,0,15,1,36,0.00176
A01N43,A01N43,,10,1927.111786,6,0.288443,0.298197,0,15,1,36,0.00176
A01N59,A01N59,,17,3456.944855,6,0.307273,0.319048,0.000095,15,0.55,66,0.005131
H01J1,H01J1,,18,3934.132469,5,0.33655,0.351577,0.001279,15,0.411765,56,0.011429
H01J37,H01J37,,36,31315.583469,5,0.349458,0.367549,0.001241,10,0.347899,207,0.02222
A01C15,A01C15,,11,4899.319275,5,0.304977,0.314646,0.000297,0,0.511111,23,0.003066
A01C17,A01C17,,7,3963.696716,6,0.288269,0.29788,0.000112,0,0.866667,13,0.001908
A01C19,A01C19,,5,885.968079,6,0.233746,0.238191,0,0,1,6,0.000395
A01C7,A01C7,,7,1981.848358,6,0.288269,0.29788,0.000112,0,0.866667,13,0.001908
A01D43,A01D43,,12,2686.112617,5,0.334934,0.348271,0.000175,0,0.472727,26,0.010181
A01K61,A01K61,,12,2268.466881,5,0.338093,0.353498,0.000077,36,0.4,22,0.021506
A01K63,A01K63,,20,4185.889755,5,0.319374,0.331747,0.000097,6,0.479532,82,0.008869
Y02A40,Y02A40,,33,9049.568581,5,0.379164,0.400469,0.000594,0,0.40121,199,0.058754
G06T11,G06T11,,67,39196.123665,5,0.378864,0.404058,0.000032,36,0.540326,1159,0.1622
G06T2200,G06T2200,,91,48803.052246,5,0.411059,0.437509,0.000248,36,0.409238,1639,0.21386
A01C23,A01C23,,9,3152.093185,5,0.301146,0.311896,0.000014,6,0.678571,19,0.002928
A01D42,A01D42,,12,2623.34726,5,0.305511,0.316315,0.000019,0,0.618182,34,0.005237
A01M21,A01M21,,8,1828.925079,5,0.294375,0.304944,0.000003,6,0.761905,16,0.002153
B05B9,B05B9,,55,27840.571587,5,0.354791,0.375013,0.001484,6,0.178197,255,0.027376
A01D2034,A01D2034,,4,749.752914,6,0.287729,0.296928,0,0,1,3,0.002723
A01D75,A01D75,,25,5487.089317,5,0.368704,0.388491,0.000162,0,0.351449,97,0.038772
B60K1,B60K1,,251,151059.144768,5,0.430866,0.470017,0.003349,0,0.175036,5448,0.380359
B60K17,B60K17,,108,85838.716484,5,0.385141,0.414242,0.000425,0,0.35373,2006,0.179516
B60K2001,B60K2001,,232,223594.505154,5,0.419969,0.458968,0.00305,0,0.172407,4580,0.31259
B60K2025,B60K2025,,36,10117.846947,5,0.36913,0.390685,0.000045,0,0.635294,378,0.087674
B60K23,B60K23,,54,20492.837776,5,0.358672,0.380848,0.000046,0,0.542816,748,0.096385
B60K25,B60K25,,37,8248.875183,5,0.373115,0.394691,0.000033,0,0.633333,399,0.094505
B60K28,B60K28,,66,16807.819267,5,0.398132,0.42344,0.000064,0,0.580288,1207,0.181591
B60K6,B60K6,,335,506933.943146,4,0.448865,0.491962,0.007432,0,0.145816,8109,0.496404
B60K7,B60K7,,124,36904.543953,5,0.397513,0.427989,0.000809,0,0.316273,2373,0.218904
B60L1,B60L1,,180,91350.122967,4,0.43019,0.462787,0.001005,0,0.279392,4451,0.371026
B60L15,B60L15,,196,143399.446407,4,0.425796,0.46081,0.001158,0,0.263072,4976,0.364518
B60L2200,B60L2200,,221,92291.563999,5,0.438701,0.473818,0.002418,0,0.19506,4699,0.373663
B60L2220,B60L2220,,104,65283.12579,5,0.403407,0.431834,0.000194,0,0.42471,2231,0.230353
B60L2240,B60L2240,,236,372373.592884,5,0.434379,0.471333,0.001668,0,0.240516,6613,0.458133
B60L2250,B60L2250,,133,75222.602222,4,0.429419,0.457682,0.000297,0,0.404811,3500,0.355383
B60L50,B60L50,,388,305144.35268,4,0.463509,0.508364,0.007049,0,0.135679,10134,0.610306
B60L58,B60L58,,276,289049.938755,4,0.453214,0.490333,0.004182,0,0.201646,7597,0.538419
B60N2,B60N2,,217,131753.75843,4,0.446047,0.479275,0.008047,0,0.200991,4667,0.397807
B60R2021,B60R2021,,78,39491.152061,5,0.392832,0.418778,0.000716,0,0.459672,1345,0.18239
B60R21,B60R21,,100,62887.750839,5,0.404385,0.432152,0.001939,0,0.381571,1851,0.228865
B60T11,B60T11,,48,8987.673409,5,0.373843,0.396628,0.000039,0,0.6605,714,0.105936
B60T17,B60T17,,63,14857.326744,5,0.393073,0.417696,0.000184,0,0.540455,1022,0.158354
B60W10,B60W10,,254,410727.526787,4,0.435761,0.473975,0.003422,0,0.21049,6710,0.44221
B60W20,B60W20,,201,282383.99527,5,0.419831,0.455713,0.001271,0,0.258995,5154,0.333277
B60W2050,B60W2050,,193,175998.329411,4,0.422467,0.45716,0.00098,0,0.300447,5509,0.417429
B60W2300,B60W2300,,80,23814.433418,5,0.387671,0.414129,0.000106,0,0.516715,1592,0.177341
B60W2420,B60W2420,,122,69592.904659,5,0.416187,0.445143,0.000272,0,0.428512,3111,0.306239
B60W2520,B60W2520,,119,78330.928772,5,0.40865,0.437822,0.000336,0,0.415037,2865,0.269917
B60W2720,B60W2720,,82,35377.083122,5,0.38724,0.413695,0.000052,0,0.580556,1881,0.200421
B60W30,B60W30,,260,255759.103287,4,0.441681,0.479645,0.003719,0,0.213822,7144,0.487708
B60W50,B60W50,,225,169275.47995,4,0.4384,0.473692,0.00206,0,0.261531,6532,0.473381
B60Y2200,B60Y2200,,428,301343.470966,4,0.467691,0.514729,0.013953,0,0.121923,11089,0.6457
B62D1,B62D1,,74,20462.958252,5,0.401886,0.427568,0.000118,0,0.510654,1342,0.184698
B62D11,B62D11,,41,17621.67157,5,0.372391,0.394499,0.000003,0,0.860256,671,0.107242
F02B63,F02B63,,49,12264.920322,5,0.381312,0.404419,0.000169,1,0.401596,453,0.076946
F02B75,F02B75,,67,17754.90971,5,0.379802,0.404884,0.001448,1,0.303963,652,0.083117
F02D2041,F02D2041,,165,122633.575172,5,0.402223,0.435953,0.002092,1,0.209412,2799,0.217577
F02D41,F02D41,,256,568279.107098,5,0.433055,0.472298,0.006618,1,0.146148,4733,0.337596
F02N11,F02N11,,200,211814.36338,4,0.420937,0.456878,0.003381,0,0.222171,4377,0.326892
F02N2200,F02N2200,,125,156685.543861,5,0.401675,0.431978,0.000778,0,0.348544,2658,0.238558
F02N2300,F02N2300,,88,55457.619812,5,0.38771,0.414851,0.00027,0,0.410318,1535,0.166962
F02P1,F02P1,,29,9834.80835,5,0.373224,0.394195,0.00003,1,0.579365,219,0.051873
F16H2007,F16H2007,,11,17474.059326,5,0.322272,0.336005,0,0,0.844444,38,0.012017
F16H63,F16H63,,70,46885.936775,5,0.359816,0.383364,0.000337,0,0.393009,922,0.093161
F16H7,F16H7,,22,14633.126129,5,0.339109,0.356691,0.000009,0,0.638095,134,0.036738
G01F23,G01F23,,90,53381.793633,5,0.397184,0.424027,0.001712,6,0.184883,724,0.11117
G08B21,G08B21,,463,252052.044819,4,0.486493,0.531174,0.026971,36,0.115099,12257,0.739975
H02J50,H02J50,,344,259039.799393,5,0.468033,0.507708,0.008934,0,0.143164,8397,0.620982
H02K11,H02K11,,246,107984.005611,4,0.438651,0.47606,0.005148,5,0.151388,4525,0.356023
H02K2211,H02K2211,,21,5862.270859,5,0.362502,0.382095,0.000011,8,0.584211,111,0.040258
H02K3,H02K3,,64,29604.050381,5,0.393961,0.418604,0.000454,5,0.343574,671,0.108657
H02K7,H02K7,,340,171664.921024,4,0.454395,0.497089,0.016373,5,0.105374,6037,0.41289
H04L12,H04L12,,285,180415.769115,4,0.456993,0.494091,0.003872,36,0.219703,8829,0.616176
H04L2012,H04L2012,,149,53935.451466,4,0.430769,0.460745,0.000547,36,0.35512,3863,0.390763
Y02T10,Y02T10,,826,1036301.086563,4,0.523115,0.586635,0.082588,0,0.062109,21111,0.990506
Y02T90,Y02T90,,419,435019.128078,4,0.474929,0.519334,0.008412,0,0.143242,12484,0.749155
A01G20,A01G20,,15,2870.025467,5,0.32683,0.340281,0.000092,9,0.538462,49,0.008853
A01G2003,A01G2003,,13,3580.174675,5,0.307544,0.319504,0.000533,14,0.621212,41,0.004803
A01G3,A01G3,,13,5487.369949,5,0.307544,0.319504,0.000533,14,0.621212,41,0.004803
B25F3,B25F3,,23,5873.28801,5,0.321731,0.334989,0.000151,14,0.380952,88,0.008957
B25F5,B25F5,,73,26517.549622,5,0.391748,0.416567,0.007086,14,0.157668,403,0.074749
F02P15,F02P15,,22,7695.362312,5,0.354496,0.372697,0.000187,1,0.557143,117,0.030822
F16B2,F16B2,,33,10336.99939,5,0.388534,0.41001,0.001289,12,0.296371,147,0.055313
F16B7,F16B7,,12,4028.788712,5,0.304614,0.315567,0.000055,0,0.563636,31,0.004046
H02K5,H02K5,,125,51913.959454,5,0.402181,0.432825,0.001625,5,0.239575,1827,0.178948
H02K51,H02K51,,10,1705.324463,5,0.323658,0.338495,0,0,0.944444,34,0.013488
H02P29,H02P29,,127,59799.836472,5,0.403662,0.434237,0.002243,0,0.270095,2127,0.217913
F02B67,F02B67,,24,8426.960846,5,0.33069,0.347667,0.000007,0,0.620553,157,0.031609
F02N15,F02N15,,60,66871.453438,5,0.374207,0.397719,0.000164,0,0.428989,734,0.095564
F16D11,F16D11,,35,15350.885971,5,0.353875,0.374057,0.000016,0,0.566845,318,0.047986
F16D2023,F16D2023,,36,11252.858238,5,0.35293,0.373014,0.000079,0,0.557983,332,0.047299
F16D21,F16D21,,25,9608.934864,5,0.355646,0.374739,0.00001,0,0.778986,215,0.036135
F16D2125,F16D2125,,14,3611.446709,5,0.322299,0.337626,0,0,0.987179,77,0.013832
F16H2063,F16H2063,,41,22656.176537,5,0.353744,0.374383,0.000019,0,0.624359,487,0.065576
F16H2200,F16H2200,,57,218393.115372,5,0.361069,0.383624,0.000032,0,0.535714,825,0.080687
F16H3,F16H3,,61,71873.173141,5,0.362058,0.385167,0.000514,0,0.449718,796,0.078156
B60G2300,B60G2300,,88,32071.860786,5,0.4,0.426825,0.001107,0,0.318364,1191,0.155585
B60P1,B60P1,,80,35027.702202,5,0.406787,0.432877,0.001376,15,0.351509,1083,0.158782
B60P3,B60P3,,155,46957.571289,4,0.427743,0.45842,0.005344,15,0.216196,2547,0.27903
B62D53,B62D53,,42,9771.044601,5,0.379464,0.402277,0.000046,0,0.557317,457,0.106439
A01F12,A01F12,,8,1276.134354,6,0.24141,0.246928,0,7,1,21,0.000702
A01F25,A01F25,,12,1935.808327,5,0.316502,0.328176,0.002655,7,0.563636,31,0.006897
B65B1,B65B1,,8,1276.134354,6,0.24141,0.246928,0,7,1,21,0.000702
B65B25,B65B25,,8,1276.134354,6,0.24141,0.246928,0,7,1,21,0.000702
B65B39,B65B39,,12,2241.5327,6,0.250473,0.257625,0.000081,7,0.563636,31,0.001135
B65B43,B65B43,,8,1276.134354,6,0.24141,0.246928,0,7,1,21,0.000702
B65B67,B65B67,,8,1276.134354,6,0.24141,0.246928,0,7,1,21,0.000702
A01F15,A01F15,,3,9479.708008,1,1,1,0,2,1,1,0.000163
A01F2015,A01F2015,,3,7109.781006,1,1,1,0,2,1,1,0.000163
B65D90,B65D90,,91,52422.017067,4,0.403577,0.430744,0.001459,0,0.425968,1706,0.187968
E04H7,E04H7,,6,744.989334,5,0.316215,0.327198,0,7,1,10,0.006333
G08C17,G08C17,,141,31725.615788,4,0.43845,0.466284,0.004469,36,0.231963,2257,0.287854
H04B17,H04B17,,147,190289.203667,5,0.411632,0.443231,0.00158,36,0.368446,3900,0.34269
A01G15,A01G15,,18,3782.261475,5,0.34484,0.362152,0.000007,5,0.632353,86,0.029387
A62C27,A62C27,,25,4699.639488,5,0.356373,0.374705,0.000164,6,0.315217,87,0.028466
B62D25,B62D25,,101,72327.296997,5,0.405583,0.433681,0.002202,0,0.292929,1450,0.183948
B64B1,B64B1,,32,17700.625542,5,0.36374,0.384146,0.000166,5,0.402151,187,0.053277
B64C2201,B64C2201,,285,342012.610214,4,0.459511,0.495959,0.006971,5,0.150351,6042,0.508305
B64C27,B64C27,,76,66954.925961,5,0.394528,0.420538,0.000646,5,0.267748,743,0.120421
B64C3,B64C3,,47,37679.966148,5,0.372536,0.39526,0.000197,5,0.398068,412,0.066623
B64C39,B64C39,,281,125592.983551,4,0.459181,0.495351,0.00709,5,0.148848,5814,0.496831
B64D2211,B64D2211,,28,7797.629044,5,0.381312,0.402429,0.000015,5,0.680912,239,0.072637
B64D27,B64D27,,144,85916.927124,5,0.411765,0.443457,0.001905,5,0.24899,2528,0.228906
B64F1,B64F1,,92,42324.814999,5,0.40865,0.435766,0.000484,5,0.324298,1328,0.194364
G02B7,G02B7,,48,27669.791542,5,0.374939,0.397897,0.000241,12,0.296947,321,0.072284
Y02T50,Y02T50,,145,84778.800224,5,0.4115,0.442957,0.003013,5,0.239705,2468,0.217257
A01G2,A01G2,,8,5409.280884,6,0.242004,0.247762,0,14,1,21,0.000749
A01G24,A01G24,,8,3606.187225,6,0.242004,0.247762,0,14,1,21,0.000749
A01G29,A01G29,,8,1803.093613,6,0.242004,0.247762,0,14,1,21,0.000749
A01G31,A01G31,,9,2203.642609,6,0.278658,0.287331,0.000136,14,0.785714,22,0.0013
A01G5,A01G5,,14,3125.134155,6,0.289509,0.2997,0.00042,14,0.538462,42,0.003071
A47L5,A47L5,,31,31261.391369,5,0.366135,0.386005,0.000629,9,0.255172,111,0.027371
A47L9,A47L9,,46,180960.42931,5,0.394975,0.4183,0.002387,9,0.249495,247,0.081543
A63B2210,A63B2210,,34,13483.745232,5,0.340796,0.358364,0.000068,3,0.454545,240,0.031517
A63B2225,A63B2225,,164,284882.504608,5,0.423727,0.455983,0.003813,3,0.177005,2337,0.218046
A63B57,A63B57,,35,12551.518646,5,0.349585,0.367762,0.000195,3,0.381462,214,0.028653
F04D19,F04D19,,14,5928.817711,5,0.32295,0.335019,0.00002,5,0.564103,44,0.007133
F04D25,F04D25,,95,32895.235554,5,0.408694,0.435684,0.002181,5,0.208648,912,0.114661
A01G2009,A01G2009,,8,1160.63649,5,0.28903,0.298979,0,0,1,21,0.002264
A01G27,A01G27,,10,3678.12793,5,0.331977,0.344234,0.000021,0,0.805556,29,0.009038
A01G9,A01G9,,33,31414.641586,5,0.381123,0.402359,0.000895,0,0.455645,226,0.065094
E03B3,E03B3,,43,15643.01062,5,0.348918,0.367284,0.001541,6,0.382114,329,0.030459
F25B21,F25B21,,22,7299.150787,5,0.321004,0.333399,0.000113,6,0.366667,77,0.007862
B05B1,B05B1,,40,13599.294327,5,0.350544,0.369647,0.000685,6,0.246964,183,0.023115
B05B12,B05B12,,61,29795.914082,5,0.396281,0.420334,0.001523,6,0.220904,391,0.079585
E02B13,E02B13,,6,1245.06041,5,0.281252,0.290998,0,6,1,10,0.001621
E03B7,E03B7,,34,14420.661514,5,0.363189,0.383255,0.000379,6,0.25947,137,0.038127
E03C1,E03C1,,37,18775.218437,5,0.350128,0.368748,0.00215,6,0.231746,146,0.026924
F16K17,F16K17,,24,12376.164017,5,0.362502,0.381695,0.000412,6,0.343874,87,0.024688
F16K27,F16K27,,16,10107.804878,5,0.316371,0.329101,0.000025,6,0.6,63,0.006357
F16K31,F16K31,,56,52988.608559,5,0.398753,0.422302,0.002159,6,0.214815,319,0.069067
F16K41,F16K41,,10,5442.723679,6,0.29278,0.302611,0.000002,6,0.777778,28,0.002375
F16K7,F16K7,,9,1690.15419,5,0.33732,0.353094,0.000029,6,0.714286,20,0.00917
F16L41,F16L41,,10,2116.40477,5,0.312658,0.323219,0.000017,6,0.583333,21,0.004944
G01F1,G01F1,,62,39988.514297,5,0.372066,0.394743,0.002357,5,0.177049,324,0.052993
G01F15,G01F15,,44,31874.919762,5,0.358874,0.37931,0.001266,5,0.271318,245,0.045988
G01N33,G01N33,,198,111468.754353,4,0.451347,0.482013,0.010974,6,0.1686,3255,0.333924
G01S19,G01S19,,253,150931.135674,5,0.458523,0.492609,0.007339,36,0.182761,5780,0.491099
G05B15,G05B15,,142,42491.005775,4,0.44011,0.46774,0.000757,0,0.342857,3384,0.37412
G05B2219,G05B2219,,290,150275.788685,4,0.464576,0.500239,0.007484,0,0.18279,7607,0.575953
G05D7,G05D7,,30,9470.594566,5,0.351765,0.369652,0.001197,6,0.258621,105,0.031277
G09G3,G09G3,,155,189094.763847,5,0.417637,0.449652,0.001698,12,0.253714,2989,0.297404
H02J13,H02J13,,115,142496.897366,4,0.4227,0.450382,0.000297,0,0.385654,2484,0.284674
H04B3,H04B3,,66,62903.129143,5,0.382643,0.407299,0.000639,12,0.280288,583,0.115308
H04Q2209,H04Q2209,,149,85816.790279,4,0.416323,0.44745,0.002522,36,0.246001,2676,0.255731
H04Q9,H04Q9,,141,47176.05455,4,0.418549,0.448796,0.002021,36,0.268756,2615,0.257667
Y02B90,Y02B90,,97,35506.476704,5,0.416459,0.443157,0.00038,0,0.369956,1687,0.222645
Y04S40,Y04S40,,121,65961.799408,4,0.420706,0.449209,0.000322,0,0.377591,2696,0.290001
Y10T137,Y10T137,,37,20029.075668,5,0.365368,0.38521,0.000492,6,0.268254,169,0.025265
A41G1,A41G1,,22,7065.798439,5,0.358538,0.376408,0.000274,15,0.514286,108,0.031532
A47G7,A47G7,,21,5320.751671,5,0.356108,0.373975,0.000372,15,0.494737,94,0.028944
A61L2209,A61L2209,,72,78431.098145,5,0.393234,0.417853,0.00129,6,0.251509,625,0.080858
A61L9,A61L9,,75,57315.626591,5,0.393719,0.418635,0.001327,6,0.250648,677,0.08349
B43K29,B43K29,,13,4054.286499,6,0.297111,0.307742,0.00012,11,0.545455,36,0.003357
B43M99,B43M99,,8,1459.772156,6,0.287729,0.297271,0,15,1,21,0.002439
F21S10,F21S10,,70,28837.487469,5,0.392671,0.417814,0.000545,15,0.355072,833,0.088534
F21W2131,F21W2131,,113,42762.646088,5,0.412739,0.441358,0.000722,15,0.274614,1707,0.198656
G01J3,G01J3,,37,60708.337738,5,0.37268,0.394287,0.000102,36,0.404762,255,0.075418
H04N5,H04N5,,418,624664.021576,4,0.474107,0.518683,0.016143,36,0.126545,10976,0.689492
H05B45,H05B45,,189,131580.98056,4,0.434035,0.466914,0.002333,15,0.20099,3533,0.334079
H05B47,H05B47,,248,192466.992329,4,0.450764,0.486097,0.004272,15,0.202561,6154,0.484186
Y02B20,Y02B20,,179,64169.890686,4,0.426791,0.459615,0.001418,15,0.22637,3566,0.347236
Y02P60,Y02P60,,30,11454.425468,5,0.388259,0.409615,0.000022,0,0.633005,257,0.07773
A47B57,A47B57,,6,3635.101807,5,0.301762,0.311205,0,0,1,10,0.00367
B65G1,B65G1,,79,62274.595627,4,0.399875,0.425747,0.00116,0,0.375291,1127,0.154062
B65G2203,B65G2203,,79,32911.075356,4,0.412251,0.437283,0.00067,0,0.448551,1347,0.172699
G05B19,G05B19,,260,93533.600914,4,0.459071,0.493396,0.007886,0,0.176589,5900,0.496974
G06F1,G06F1,,515,764739.751122,4,0.482941,0.533412,0.020803,12,0.115184,15186,0.833701
G06F9,G06F9,,222,237561.663162,4,0.431351,0.467197,0.001748,36,0.270629,6579,0.478406
H02J2300,H02J2300,,120,95672.171955,5,0.42354,0.45139,0.000376,0,0.372027,2612,0.282836
H02J2310,H02J2310,,286,158003.506504,4,0.457647,0.494721,0.004354,0,0.188634,7634,0.571743
H02J3,H02J3,,200,326529.916496,4,0.443263,0.475539,0.002727,0,0.235064,4631,0.410651
H02S10,H02S10,,113,43171.507519,5,0.421076,0.44874,0.00105,5,0.287645,1788,0.225363
H02S40,H02S40,,196,93333.716347,4,0.449233,0.480253,0.003694,5,0.208512,3944,0.368264
Y02E10,Y02E10,,484,234519.821121,4,0.488414,0.534845,0.040956,5,0.088297,10278,0.652766
Y02E60,Y02E60,,697,407249.396297,4,0.515799,0.570951,0.075269,10,0.063545,15369,0.852166
A01K1,A01K1,,8,5098.710236,6,0.309455,0.319039,0.000007,6,0.428571,9,0.003114
A01K13,A01K13,,7,2093.886581,5,0.329497,0.342119,0.000014,7,0.666667,10,0.009119
A01K29,A01K29,,36,11423.518562,5,0.374134,0.396342,0.000178,7,0.517647,308,0.092067
F16M11,F16M11,,83,90024.057564,5,0.416097,0.441919,0.001746,12,0.226137,751,0.145101
F25D17,F25D17,,35,10415.346245,5,0.375968,0.397788,0.000441,6,0.327986,184,0.037582
F25D23,F25D23,,37,19276.582123,5,0.351636,0.370846,0.000717,6,0.266667,168,0.027508
F25D3,F25D3,,32,15094.751915,5,0.352541,0.37039,0.000987,6,0.350538,163,0.023907
A01K11,A01K11,,16,7901.185516,5,0.350929,0.368856,0.000081,7,0.457143,48,0.030785
A01K2267,A01K2267,,6,676.999077,5,0.329383,0.342779,0,7,0.9,9,0.010224
A01K27,A01K27,,32,18605.590607,5,0.369343,0.390963,0.000884,7,0.354839,165,0.066276
A61D7,A61D7,,8,1901.247757,5,0.30442,0.315063,0,7,1,21,0.003881
A61M2205,A61M2205,,191,807444.171844,4,0.433446,0.466371,0.009061,7,0.146756,2635,0.256863
A61M2230,A61M2230,,72,153154.800018,5,0.383677,0.408681,0.000732,7,0.304628,757,0.101262
A61M2250,A61M2250,,8,1901.247757,5,0.30442,0.315063,0,7,1,21,0.003881
A61M25,A61M25,,25,32164.090469,5,0.329752,0.345086,0.000047,7,0.481884,133,0.019944
A61M31,A61M31,,15,8102.167191,5,0.327276,0.341662,0.000017,7,0.648352,59,0.017041
