search URL:,https://patents.google.com/?q=aerogel&country=US&before=priority:20200331&after=priority:20200301&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2021269317-A1,Preparation Method of SiO2 Aerogels ,Kuo-Sheng Chao,"Ta-Hua Hsieh, Yi-Wen Chen",2020-03-02,2021-03-02,2021-09-02,,https://patents.google.com/patent/US20210269317A1/en,https://patentimages.storage.googleapis.com/8d/a9/a7/a50bf7f1eb9769/US20210269317A1-20210902-D00000.png
US-2021363699-A1,Papers comprising aerogel powder and aramid polymer fibrils ,"Dupont Safety & Construction, Inc.","Mehdi Afshari, Byoung Sam Kang",2020-03-17,2021-03-08,2021-11-25,,https://patents.google.com/patent/US20210363699A1/en,https://patentimages.storage.googleapis.com/d6/ab/68/d79ce8362afe91/US20210363699A1-20211125-D00000.png
US-2021332932-A1,Heat insulating material and manufacturing method thereof ,Sumitomo Riko Company Limited,"Shinji Kumagai, Naoki Katayama, Shota Hayashi, Yutaro TAGUCHI",2020-03-12,2021-07-09,2021-10-28,,https://patents.google.com/patent/US20210332932A1/en,https://patentimages.storage.googleapis.com/b0/df/76/42e52bc201d0d8/US20210332932A1-20211028-D00000.png
US-2021287821-A1,Managing volatiles in nuclear waste vitrification ,Henry Crichlow,Henry Crichlow,2020-03-11,2021-01-27,2021-09-16,,https://patents.google.com/patent/US20210287821A1/en,https://patentimages.storage.googleapis.com/5f/05/a7/1607f8d7777ade/US20210287821A1-20210916-D00000.png
US-2021283579-A1,Catalyst and a Process for the Production of Ethylenically Unsaturated Carboxylic Acids or Esters ,Lucite International Uk Limited,"Adam Cullen, David William Johnson, Ian Andrew York",2020-03-12,2021-02-22,2021-09-16,,https://patents.google.com/patent/US20210283579A1/en,https://patentimages.storage.googleapis.com/f3/b3/a3/aa02fea531aca4/US20210283579A1-20210916-D00000.png
US-2021288362-A1,Thermal management multilayer sheet for a battery ,Rogers Corporation,Christopher Churchill,2020-03-12,2021-03-09,2021-09-16,,https://patents.google.com/patent/US20210288362A1/en,https://patentimages.storage.googleapis.com/6d/f1/9e/5c73ff9154b0f3/US20210288362A1-20210916-D00000.png
US-2021284553-A1,Method for selective absorption of lead ions from heavy metal wastewater by electric field enhancement ,Nanchang Hangkong University,"Xubiao LUO, Ziwen Chang, Liming Yang, Penghui Shao, Hui Shi, Genping Yi, Chenquan Ni",2020-03-11,2020-10-27,2021-09-16,,https://patents.google.com/patent/US20210284553A1/en,https://patentimages.storage.googleapis.com/1c/41/b7/728e0cafccc18c/US20210284553A1-20210916-D00000.png
US-2021283569-A1,Method of fabricating a radiative and conductive thermal metamaterial composite ,"Toyota Motor Engineering And Manufacturing North America, Inc.",Ercan M. Dede,2020-03-11,2020-09-18,2021-09-16,,https://patents.google.com/patent/US20210283569A1/en,https://patentimages.storage.googleapis.com/6e/0f/a0/47d1e34a37ffa4/US20210283569A1-20210916-D00000.png
US-2021285735-A1,Multi mode heat transfer systems ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Ercan M. Dede, Hideo Iizuka, Ziqi Yu",2020-03-11,2020-03-11,2021-09-16,,https://patents.google.com/patent/US20210285735A1/en,https://patentimages.storage.googleapis.com/6d/e8/60/3d41271b5be400/US20210285735A1-20210916-D00000.png
US-2021278109-A1,Coolers Including Movable Thermoelectric Coolers and Related Methods ,"Arjun Menta, Uksang Yoo","Arjun Menta, Uksang Yoo",2020-03-03,2021-03-03,2021-09-09,,https://patents.google.com/patent/US20210278109A1/en,https://patentimages.storage.googleapis.com/45/9f/2d/75f2b4233bd9d1/US20210278109A1-20210909-D00000.png
US-2021275836-A1,Respiratory protection mask ,"Markus BINDHAMMER, Howard T. Bellin","Markus BINDHAMMER, Howard T. Bellin",2020-03-09,2020-07-21,2021-09-09,,https://patents.google.com/patent/US20210275836A1/en,https://patentimages.storage.googleapis.com/8f/b9/ca/50688c336a1158/US20210275836A1-20210909-D00000.png
US-11189743-B2,Single photon avalanche diode ,"Taiwan Semiconductor Manufacturing Co., Ltd.","Chia-Yu WEI, Yu-Ting Kao, Yen-Liang Lin, Wen-I Hsu, Hsun-Ying Huang, Kuo-Cheng Lee, Hsin-Chi Chen",,2020-03-13,2021-11-30,2021-11-30,https://patents.google.com/patent/US11189743B2/en,https://patentimages.storage.googleapis.com/e4/e8/57/489de86eba4fb7/US11189743-20211130-D00000.png
US-2021289902-A1,Device and system for medicine storage ,"Lifecase, LLC",Kelly Alexis Baird,2020-03-20,2021-03-20,2021-09-23,,https://patents.google.com/patent/US20210289902A1/en,https://patentimages.storage.googleapis.com/f0/5e/5b/bccb845dff67e6/US20210289902A1-20210923-D00000.png
US-2021278370-A1,Dry-coupled magnetostrictive guided wave scanning system and method ,"Fbs, Inc.","Cody J. Borigo, Steven E. Owens, Russell LOVE",2020-03-04,2021-03-02,2021-09-09,,https://patents.google.com/patent/US20210278370A1/en,https://patentimages.storage.googleapis.com/7f/6c/1f/58fe904fdfb0cf/US20210278370A1-20210909-D00000.png
US-2021298363-A1,"Methods, apparatuses and systems for waking a device prior to device activation ","Rai Strategic Holdings, Inc.","Sean Daugherty, Sean Lukan, Vincent Ireland",2020-03-26,2021-03-25,2021-09-30,,https://patents.google.com/patent/US20210298363A1/en,https://patentimages.storage.googleapis.com/cf/5a/73/e8f107b7ba1ce2/US20210298363A1-20210930-D00000.png
US-2021282406-A1,Herbicidal mentha plant extract compositions and methods of using same ,Harpe Bioherbicide Solutions Inc.,Chad L. Brommer,2020-03-13,2021-03-15,2021-09-16,,https://patents.google.com/patent/US20210282406A1/en,https://patentimages.storage.googleapis.com/2c/a7/ee/618f57891de28f/US20210282406A1-20210916-D00000.png
US-2021283547-A1,Atmospheric water extraction system ,Honeywell International Inc.,"Steven James Eickhoff, Jeffrey Klein, Christopher Scott Larsen, Gustav Errol Rustan",2020-03-11,2021-03-09,2021-09-16,,https://patents.google.com/patent/US20210283547A1/en,https://patentimages.storage.googleapis.com/1f/0d/b7/e59bdb9aa2fbb7/US20210283547A1-20210916-D00000.png
US-2021278111-A1,Refrigerator for drinks ,Lg Electronics Inc.,"Dae Woong Kim, Hee Su Yang, Min Kyu OH, Su Young LEE, Ja Yoen Kim, Hwa Yun Choi",2020-03-06,2021-03-05,2021-09-09,,https://patents.google.com/patent/US20210278111A1/en,https://patentimages.storage.googleapis.com/bd/9e/cc/a1bf3d8d3e5a87/US20210278111A1-20210909-D00000.png
US-2021292047-A1,Multi-Compartment Food Storage Bag ,Brittan Moore,Brittan Moore,2020-03-23,2020-08-14,2021-09-23,,https://patents.google.com/patent/US20210292047A1/en,https://patentimages.storage.googleapis.com/e4/bd/bf/0fd9918bc358d2/US20210292047A1-20210923-D00000.png
US-2021268320-A1,Multi-Stage Nasal Filter ,Frederick Thomas Strobl,Frederick Thomas Strobl,2020-03-02,2020-05-22,2021-09-02,,https://patents.google.com/patent/US20210268320A1/en,https://patentimages.storage.googleapis.com/a1/a2/cb/cce659ab07031d/US20210268320A1-20210902-D00000.png
US-2021291953-A1,"Flight Vehicle Structural Components, and Flight Vehicles Including the Same ","Birmingham Technologies, Inc.",Joseph Birmingham,2020-03-12,2020-03-12,2021-09-23,,https://patents.google.com/patent/US20210291953A1/en,https://patentimages.storage.googleapis.com/21/e2/0f/041c670d6da5bf/US20210291953A1-20210923-D00000.png
US-2021288068-A1,Semiconductor memory device and method of fabricating the same ,"Samsung Electronics Co., Ltd.","Ga Eun KIM, Yoon Hwan Son, Sung Won Cho, Joo Hee PARK",2020-03-13,2020-09-28,2021-09-16,,https://patents.google.com/patent/US20210288068A1/en,https://patentimages.storage.googleapis.com/9e/42/e4/1dac0ad02dcd5b/US20210288068A1-20210916-D00000.png
US-2021288067-A1,3d semiconductor memory device and method of fabricating same ,"Samsung Electronics Co., Ltd.","Kohji Kanamori, Jee Hoon HAN, Seo-Goo Kang, Hyo Joon Ryu",2020-03-16,2020-09-16,2021-09-16,,https://patents.google.com/patent/US20210288067A1/en,https://patentimages.storage.googleapis.com/ee/83/9d/4e7e5552ef37ce/US20210288067A1-20210916-D00000.png
US-2021276852-A1,Refrigerator for drinks ,Lg Electronics Inc.,"Dae Woong Kim, Hee Su Yang, Min Kyu OH, Su Young LEE, Ja Yoen Kim, Hwa Yun Choi",2020-03-06,2021-03-05,2021-09-09,,https://patents.google.com/patent/US20210276852A1/en,https://patentimages.storage.googleapis.com/50/e7/ee/06da562dd41f93/US20210276852A1-20210909-D00000.png
